iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,PL,602,7,201,19,18,112,22,14,34,49,43,90,0,0,0,0,0,0,0,0,0,0,0,0,0.0427315,0.0346542,1.23308
10,PL,565,8,187,29,10,111,27,15,27,31,45,83,0,0,0,0,0,0,0,0,0,0,0,0,0.0415332,0.034092,1.21827
20,PL,611,10,206,22,15,106,18,19,47,35,33,110,0,0,0,0,0,0,0,0,0,0,0,0,0.0428354,0.0455625,0.940146
30,PL,495,8,186,21,6,93,16,12,29,28,21,83,0,0,0,0,0,0,0,0,0,0,0,0,0.0389679,0.0331921,1.17401
40,PL,466,7,151,11,11,96,13,13,17,24,29,101,0,0,0,0,0,0,0,0,0,0,0,0,0.0421255,0.0372004,1.13239
50,PL,610,6,192,26,13,101,26,19,33,49,48,103,0,0,0,0,0,0,0,0,0,0,0,0,0.0438411,0.0326293,1.34361
60,PL,589,6,228,18,8,107,10,16,33,38,26,105,0,0,0,0,0,0,0,0,0,0,0,0,0.0422221,0.0366235,1.15287
70,PL,521,8,159,17,11,88,18,19,28,46,40,95,0,0,0,0,0,0,0,0,0,0,0,0,0.0439444,0.0432835,1.01527
80,PL,622,8,225,36,11,109,26,18,38,32,21,106,0,0,0,0,0,0,0,0,0,0,0,0,0.0413488,0.0408122,1.01315
90,PL,658,8,218,22,15,101,23,13,43,49,61,113,0,0,0,0,0,0,0,0,0,0,0,0,0.0412675,0.0406805,1.01443
100,PL,460,7,173,28,14,70,13,9,30,31,27,65,0,0,0,0,0,0,0,0,0,0,0,0,0.042808,0.0314511,1.3611
110,PL,415,9,153,13,9,66,7,10,12,25,27,93,28,3,7,0,2,8,0,0,1,0,1,9,0.0363673,0.0583216,0.623565
120,PL,540,9,170,20,13,94,18,13,26,39,37,110,0,0,0,0,0,0,0,0,0,0,0,0,0.0435658,0.0471055,0.924857
130,PL,466,7,155,16,11,94,8,13,21,35,31,82,0,0,0,0,0,0,0,0,0,0,0,0,0.0424263,0.0362639,1.16993
140,PL,551,9,182,29,7,92,12,14,30,35,38,112,0,0,0,0,0,0,0,0,0,0,0,0,0.0416688,0.0467784,0.89077
150,PL,606,7,196,18,11,105,12,21,35,44,32,132,0,0,0,0,0,0,0,0,0,0,0,0,0.0378596,0.0425948,0.888832
160,PL,627,6,212,29,14,119,15,21,43,43,33,98,0,0,0,0,0,0,0,0,0,0,0,0,0.0447541,0.0338887,1.32062
170,PL,540,6,173,23,7,115,18,15,21,37,27,104,0,0,0,0,0,0,0,0,0,0,0,0,0.0409827,0.0394809,1.03804
180,PL,478,8,157,23,3,94,17,21,19,23,31,90,68,7,9,0,2,9,0,4,1,0,1,42,0.0439196,0.0638284,0.688089
190,PL,487,7,150,16,8,78,19,13,32,34,40,97,0,0,0,0,0,0,0,0,0,0,0,0,0.0402618,0.0361926,1.11243
200,PL,456,7,149,10,9,90,14,10,26,43,28,77,0,0,0,0,0,0,0,0,0,0,0,0,0.0403493,0.0345288,1.16857
210,PL,443,6,159,15,12,78,9,9,41,24,24,72,162,6,39,8,4,27,1,3,11,7,5,57,0.0424594,0.0679971,0.62443
220,PL,0,3,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0.0180508,0.0174303,1.0356
230,PL,422,6,143,14,10,85,9,9,23,29,24,76,0,0,0,0,0,0,0,0,0,0,0,0,0.0359649,0.0296274,1.2139
240,PL,467,9,146,12,9,95,9,11,26,27,29,103,102,6,25,3,1,28,1,3,9,4,1,27,0.0344078,0.061887,0.555977
250,PL,487,7,164,16,3,83,11,16,21,36,25,112,2,3,0,0,0,1,0,0,0,0,0,1,0.0342399,0.0455362,0.751927
260,PL,513,10,170,22,16,87,19,13,43,32,29,82,0,0,0,0,0,0,0,0,0,0,0,0,0.0399352,0.0358237,1.11477
270,PL,454,6,150,22,8,88,13,12,34,24,23,80,0,0,0,0,0,0,0,0,0,0,0,0,0.0355949,0.0309404,1.15044
280,PL,482,7,156,25,7,79,15,15,28,28,36,93,0,0,0,0,0,0,0,0,0,0,0,0,0.0379926,0.0371761,1.02196
290,PL,714,8,243,18,16,137,22,13,23,58,52,132,0,0,0,0,0,0,0,0,0,0,0,0,0.0417299,0.0455267,0.916603
300,PL,471,7,141,10,8,93,9,19,25,44,34,88,0,0,0,0,0,0,0,0,0,0,0,0,0.0407367,0.0408449,0.997352
310,PL,540,8,153,12,17,105,13,12,29,45,41,113,117,6,27,3,1,18,2,2,7,4,6,47,0.0404527,0.0807136,0.501188
320,PL,570,7,204,27,5,99,22,18,26,32,48,89,0,0,0,0,0,0,0,0,0,0,0,0,0.0378009,0.0388422,0.973192
330,PL,663,11,216,20,16,121,16,15,40,53,52,114,0,0,0,0,0,0,0,0,0,0,0,0,0.0430372,0.0525331,0.81924
340,PL,322,7,95,15,10,64,8,8,15,25,21,61,0,0,0,0,0,0,0,0,0,0,0,0,0.0363983,0.0330643,1.10083
350,PL,473,8,161,13,12,90,10,19,15,36,23,94,5,3,2,0,0,2,0,0,0,0,0,1,0.0434185,0.0462391,0.939
360,PL,539,7,163,23,19,103,17,23,32,27,23,109,0,0,0,0,0,0,0,0,0,0,0,0,0.0466623,0.0405072,1.15195
370,PL,662,6,235,23,14,110,22,18,46,48,49,97,0,0,0,0,0,0,0,0,0,0,0,0,0.0426198,0.0403076,1.05736
380,PL,677,9,223,17,16,142,30,19,26,45,55,104,0,0,0,0,0,0,0,0,0,0,0,0,0.0465138,0.0456175,1.01965
390,PL,553,11,191,17,12,110,15,11,36,31,32,98,0,0,0,0,0,0,0,0,0,0,0,0,0.040988,0.0407296,1.00634
400,PL,569,12,195,29,11,108,19,21,30,37,32,87,0,0,0,0,0,0,0,0,0,0,0,0,0.0458042,0.03904,1.17326
410,PL,560,9,195,10,15,97,21,17,28,29,32,116,0,0,0,0,0,0,0,0,0,0,0,0,0.0364048,0.0471511,0.772088
420,PL,472,11,151,15,16,78,14,13,20,36,27,102,6,3,2,0,0,1,0,0,0,1,0,2,0.0455411,0.0550929,0.826623
430,PL,417,7,125,13,7,81,10,16,14,34,22,95,0,0,0,0,0,0,0,0,0,0,0,0,0.0316378,0.0347207,0.911209
440,PL,525,7,149,21,16,91,6,25,24,53,35,105,0,0,0,0,0,0,0,0,0,0,0,0,0.0421424,0.0391997,1.07507
450,PL,388,5,137,5,9,72,14,6,21,30,25,69,0,0,0,0,0,0,0,0,0,0,0,0,0.0432438,0.0295176,1.46502
460,PL,514,8,176,19,13,102,17,10,34,39,37,67,1,3,0,0,0,0,0,0,0,0,0,1,0.0429959,0.0432688,0.993692
470,PL,598,10,190,25,12,113,17,24,27,40,43,107,0,0,0,0,0,0,0,0,0,0,0,0,0.0459407,0.0462997,0.992245
480,PL,394,10,118,9,5,80,8,5,23,28,32,86,0,0,0,0,0,0,0,0,0,0,0,0,0.0392395,0.036437,1.07691
490,PL,441,7,104,13,10,87,18,17,34,33,33,92,42,4,5,1,0,3,1,2,3,2,1,24,0.0391598,0.0568494,0.688835
500,PL,450,8,125,13,7,91,13,7,33,27,31,103,0,0,0,0,0,0,0,0,0,0,0,0,0.0451422,0.0417997,1.07997
510,PL,397,6,126,16,6,72,6,12,26,33,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0.0366172,0.0311706,1.17474
520,PL,469,6,158,14,7,72,17,11,21,25,45,99,157,7,52,7,3,25,1,1,5,12,7,44,0.0407432,0.0637743,0.638866
530,PL,472,8,148,16,13,76,9,18,33,31,37,91,0,0,0,0,0,0,0,0,0,0,0,0,0.0448403,0.0339602,1.32038
540,PL,0,3,0,0,0,0,0,0,0,0,0,0,18,5,4,0,1,1,0,1,0,1,0,10,0.0186226,0.0187869,0.991253
550,PL,437,7,157,9,10,78,9,10,38,28,30,68,21,3,5,1,0,11,0,0,1,1,0,2,0.0386376,0.0473673,0.815701
560,PL,488,6,167,18,13,71,22,22,28,35,35,77,0,0,0,0,0,0,0,0,0,0,0,0,0.0417043,0.0386494,1.07904
570,PL,392,6,131,15,12,61,10,8,27,35,31,62,1,3,0,0,0,0,0,0,0,0,0,1,0.0437419,0.0384584,1.13738
580,PL,512,7,168,14,13,95,14,18,28,39,29,94,0,0,0,0,0,0,0,0,0,0,0,0,0.0420505,0.0404229,1.04026
590,PL,458,7,145,15,8,82,14,13,25,35,40,81,0,0,0,0,0,0,0,0,0,0,0,0,0.0419953,0.035615,1.17915
600,PL,396,9,139,10,6,73,9,16,13,26,20,84,76,5,12,0,2,12,0,3,3,3,3,38,0.0358188,0.0675642,0.530146
