iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,AOX,64,5,14,1,2,16,3,1,1,7,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0.00424857,0.0115413,0.368117
10,AOX,166,4,41,9,5,27,10,3,6,16,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0.00431139,0.012589,0.342471
20,AOX,129,6,25,4,4,21,3,6,9,6,10,41,17,6,4,0,1,2,0,1,0,1,2,6,0.00425887,0.0219851,0.193716
30,AOX,237,6,66,6,6,51,7,9,17,19,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0.00432897,0.0134788,0.321169
40,AOX,169,5,46,0,3,23,6,6,7,15,14,49,27,4,3,0,1,5,0,1,0,2,0,15,0.00428181,0.0245194,0.174629
50,AOX,158,4,36,11,10,28,6,12,6,12,12,25,94,7,27,3,5,18,3,2,3,3,6,24,0.00418651,0.027056,0.154735
60,AOX,121,7,14,2,0,24,0,7,4,5,8,57,0,0,0,0,0,0,0,0,0,0,0,0,0.00422705,0.0140264,0.301364
70,AOX,187,7,36,3,4,43,1,3,9,11,16,61,0,0,0,0,0,0,0,0,0,0,0,0,0.00421891,0.0169906,0.248308
80,AOX,37,5,9,2,0,10,1,0,4,2,1,8,65,4,25,1,4,2,4,0,5,8,6,10,0.00418478,0.0183675,0.227836
90,AOX,174,5,52,4,2,45,2,5,7,21,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0.00427746,0.0110084,0.388565
100,AOX,104,3,31,5,3,27,2,5,5,3,7,16,41,5,13,2,0,7,0,1,1,1,3,13,0.00423839,0.0224962,0.188405
110,AOX,179,5,51,8,4,28,5,11,8,9,11,44,64,5,10,3,0,10,1,2,3,1,4,30,0.00424839,0.0267589,0.158766
120,AOX,227,5,51,11,8,47,5,9,10,15,11,60,68,4,15,3,2,10,3,5,1,4,4,21,0.00417712,0.0250437,0.166793
130,AOX,117,5,30,2,2,23,1,6,8,11,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0.00415403,0.0114603,0.362472
140,AOX,138,4,38,3,2,34,1,3,9,12,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0.00419483,0.0102299,0.410054
150,AOX,86,5,15,1,4,17,2,5,3,6,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0.00416498,0.0123213,0.338032
160,AOX,153,8,27,4,5,25,1,3,7,14,6,61,0,0,0,0,0,0,0,0,0,0,0,0,0.000168531,0.0172799,0.00975301
170,AOX,175,8,30,5,4,40,1,5,8,12,15,55,205,8,64,7,5,27,9,3,10,17,15,48,0.00425548,0.0352043,0.120879
180,AOX,57,5,12,1,1,10,2,4,3,6,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0.00400523,0.0102651,0.39018
190,AOX,181,4,44,3,5,46,2,6,9,18,14,34,0,0,0,0,0,0,0,0,0,0,0,0,0.00420152,0.0112251,0.374297
200,AOX,203,5,55,5,9,31,9,10,8,21,18,37,0,0,0,0,0,0,0,0,0,0,0,0,0.00403975,0.0157511,0.256475
210,AOX,46,3,23,1,1,6,3,1,1,4,3,3,31,6,4,0,0,2,1,4,0,0,0,20,0.000148051,0.0195359,0.00757841
220,AOX,159,5,53,1,3,28,2,5,4,11,12,40,0,0,0,0,0,0,0,0,0,0,0,0,0.00420337,0.0125412,0.335164
230,AOX,68,4,15,1,4,10,3,3,2,7,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0.000163491,0.00876113,0.018661
240,AOX,114,5,31,2,1,25,4,3,5,14,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0.00409249,0.011563,0.353929
