iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,GOX,149,5,38,5,6,31,7,7,14,11,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0.00267537,0.0135456,0.197509
10,GOX,338,5,97,22,14,71,13,10,25,26,16,44,0,0,0,0,0,0,0,0,0,0,0,0,0.00242169,0.0184689,0.131122
20,GOX,192,6,57,3,6,36,4,5,13,20,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0.00237542,0.0162874,0.145844
30,GOX,106,5,39,3,0,18,1,2,9,10,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0022685,0.0106114,0.21378
40,GOX,79,4,26,5,3,15,2,2,3,12,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0.00233375,0.00990087,0.235711
50,GOX,239,6,62,15,7,49,6,7,18,23,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0.00253094,0.0167565,0.151042
60,GOX,148,5,55,5,7,30,0,1,8,10,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0.00239655,0.0139556,0.171727
70,GOX,175,6,59,12,4,28,3,6,11,7,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0.00233537,0.0153462,0.152178
80,GOX,113,5,41,4,4,18,2,4,7,9,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0.00233343,0.0113457,0.205667
90,GOX,150,6,63,7,5,15,4,5,15,3,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0.00229218,0.0128021,0.179047
100,GOX,220,5,77,12,4,32,8,16,14,16,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0.00241964,0.0124865,0.193781
110,GOX,113,4,56,4,5,10,4,2,10,8,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00243935,0.0117028,0.208442
120,GOX,200,6,69,13,2,37,4,11,8,13,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0.00232095,0.014159,0.16392
130,GOX,130,6,40,5,3,21,1,5,7,15,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0.00260231,0.0153931,0.169057
140,GOX,107,5,43,9,1,17,1,4,12,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0.00251631,0.00953678,0.263853
150,GOX,83,3,34,2,4,16,5,2,2,1,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0.00239665,0.0106419,0.225209
160,GOX,95,5,27,5,2,20,1,2,5,5,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0.00255258,0.0118745,0.214964
170,GOX,232,6,77,12,6,45,4,0,13,20,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0.00241264,0.0176841,0.13643
180,GOX,64,4,12,4,1,17,1,3,4,4,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0.00250774,0.00986719,0.254149
190,GOX,181,5,50,5,6,31,4,7,11,22,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0.000377403,0.0123373,0.0305904
200,GOX,248,5,74,9,15,44,17,8,13,12,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0.00248655,0.0197803,0.125708
210,GOX,91,7,27,6,5,18,0,2,3,5,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0.00259544,0.0107996,0.240328
220,GOX,57,6,14,0,2,12,0,0,2,7,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0.00231676,0.0108815,0.212908
230,GOX,152,5,55,14,6,13,7,7,9,10,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0.00233521,0.0136375,0.171234
240,GOX,193,5,67,2,11,32,4,5,22,15,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0.00241293,0.0147677,0.163392
250,GOX,115,4,33,7,7,25,5,2,7,9,4,16,54,8,19,7,1,3,2,1,6,1,2,12,0.00236662,0.0241582,0.0979635
260,GOX,126,4,51,1,4,21,7,1,1,13,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0.00235721,0.0106025,0.222325
270,GOX,149,5,53,9,5,16,6,5,13,6,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0.00247265,0.0134701,0.183565
280,GOX,29,3,12,1,0,4,1,1,1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.00232867,0.00724684,0.321335
290,GOX,150,4,28,7,9,35,3,9,9,13,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0.0023957,0.0116275,0.206037
300,GOX,276,6,78,11,12,41,7,12,23,18,22,52,0,0,0,0,0,0,0,0,0,0,0,0,0.00239198,0.0210887,0.113424
310,GOX,133,5,38,6,2,25,1,9,5,14,8,25,48,5,16,3,1,11,1,0,2,4,3,7,0.00250884,0.0220833,0.113608
320,GOX,120,4,48,7,2,22,2,4,9,9,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0.00236806,0.00844376,0.280451
330,GOX,198,5,72,12,6,22,4,4,15,9,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0.00265352,0.0166679,0.1592
340,GOX,43,4,21,4,2,6,1,0,2,1,1,5,54,5,17,4,2,6,1,1,4,5,6,8,0.00245732,0.0179734,0.13672
350,GOX,128,3,43,5,1,26,4,3,10,8,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0.00252554,0.013333,0.18942
360,GOX,37,4,10,1,3,4,0,3,5,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.00233696,0.00909705,0.256892
370,GOX,143,4,46,14,0,20,6,8,12,17,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0024003,0.00939767,0.255414
380,GOX,63,4,16,7,2,17,1,1,4,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0.00228166,0.00820977,0.27792
390,GOX,177,9,45,9,1,31,3,11,14,12,14,37,0,0,0,0,0,0,0,0,0,0,0,0,0.00237592,0.0186012,0.127729
400,GOX,40,5,7,0,3,4,0,2,2,3,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0.000234252,0.0121534,0.0192746
410,GOX,47,3,17,1,1,8,0,2,1,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0.00227999,0.00830092,0.274667
420,GOX,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271092,0.00542892,0.0499348
430,GOX,167,6,58,6,8,22,4,11,14,9,14,21,61,4,26,3,2,7,1,1,4,5,5,7,0.00259974,0.0237401,0.109508
440,GOX,47,3,16,0,0,12,1,0,6,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0.00256647,0.00966505,0.265541
450,GOX,77,4,28,5,2,9,3,0,3,11,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0022757,0.0118904,0.19139
460,GOX,59,4,21,2,1,13,1,1,4,2,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0.00234224,0.0085297,0.274598
470,GOX,60,4,20,5,0,11,1,1,1,10,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0.00231319,0.0111496,0.207469
480,GOX,119,5,46,4,3,21,5,6,10,5,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0.00226611,0.00987481,0.229483
490,GOX,147,6,60,4,4,25,2,0,9,10,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0.00229909,0.0129081,0.178112
500,GOX,101,5,32,13,6,10,2,4,7,8,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0025706,0.0110005,0.23368
510,GOX,88,4,29,2,4,18,4,2,3,5,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0.00242395,0.0088609,0.273555
520,GOX,82,3,35,4,3,14,1,3,8,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0.00230643,0.00698253,0.330314
530,GOX,123,6,42,3,5,16,1,2,13,9,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0.00233497,0.0145964,0.159969
540,GOX,61,4,22,4,2,3,3,4,8,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0.00224853,0.00693571,0.324196
550,GOX,136,4,57,9,6,15,4,3,8,9,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0.00220195,0.00953797,0.230861
560,GOX,91,5,32,6,2,15,0,4,5,7,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0.00222633,0.00850616,0.261731
570,GOX,93,4,28,5,4,13,4,1,4,7,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0.00235613,0.0107174,0.219841
580,GOX,104,3,46,2,3,13,0,5,14,6,9,6,40,4,13,1,2,8,0,2,3,2,2,7,0.00257687,0.020023,0.128696
590,GOX,136,4,44,5,6,23,6,7,10,4,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0.002333,0.00974614,0.239377
600,GOX,61,5,20,0,0,9,1,0,6,4,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0.00248978,0.0135003,0.184424
610,GOX,102,5,32,7,1,13,2,3,10,7,7,20,40,3,16,4,1,4,1,0,4,4,3,3,0.00224093,0.0190411,0.117689
620,GOX,183,5,70,7,6,25,4,2,8,13,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0.00231878,0.0150297,0.15428
630,GOX,63,4,23,0,2,9,3,2,5,4,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0022739,0.00941935,0.241407
640,GOX,117,3,39,11,7,13,6,3,11,10,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0.00238628,0.00853272,0.279662
650,GOX,43,4,13,2,0,9,0,4,2,4,0,9,38,4,19,2,0,4,1,0,7,3,1,1,0.00238487,0.0162549,0.146717
660,GOX,36,3,15,0,2,5,0,0,1,3,4,6,98,6,25,2,4,20,0,0,3,8,13,23,0.00225744,0.0223838,0.100851
670,GOX,115,5,40,3,3,21,2,6,10,11,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0.00226694,0.00987295,0.229611
680,GOX,59,7,19,3,0,10,1,5,1,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0.000284192,0.011122,0.0255523
690,GOX,58,4,14,3,2,8,0,3,7,5,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0023644,0.00873052,0.27082
700,GOX,175,5,49,6,5,30,5,4,12,18,7,39,44,6,15,2,2,7,2,1,4,4,3,4,0.00259086,0.0253041,0.102389
710,GOX,172,8,58,9,4,33,4,4,12,14,5,29,18,4,8,1,0,2,1,0,2,2,0,2,0.00236057,0.0233231,0.101211
720,GOX,86,5,22,5,1,15,2,7,5,10,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0.0024129,0.00978282,0.246646
730,GOX,145,5,52,4,1,31,4,4,5,11,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0.00229969,0.0125181,0.183709
740,GOX,65,3,25,2,2,8,2,3,5,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.00232564,0.00821928,0.282949
750,GOX,40,3,18,0,0,6,0,0,3,2,5,6,27,3,11,1,1,6,0,0,3,1,1,3,0.00212921,0.0152664,0.13947
760,GOX,97,4,27,6,3,16,1,6,10,7,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0.00222181,0.00986613,0.225195
770,GOX,117,4,35,7,4,17,3,6,7,11,11,16,34,4,17,2,0,5,2,1,3,1,1,2,0.00235593,0.017118,0.137629
780,GOX,61,5,17,0,2,7,1,3,6,6,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0.00224295,0.00924446,0.242626
790,GOX,12,3,7,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000289912,0.00579307,0.0500446
800,GOX,65,5,24,5,4,10,1,0,4,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00255772,0.0117121,0.218383
810,GOX,34,4,17,2,2,3,0,0,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0.000286922,0.00832594,0.0344612
820,GOX,94,4,34,4,0,13,2,2,1,7,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0.00236042,0.0122565,0.192585
830,GOX,95,6,31,1,3,12,2,5,9,12,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0.00233284,0.0121343,0.192252
840,GOX,54,3,12,5,4,11,1,2,8,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.00216948,0.00803112,0.270134
850,GOX,97,5,31,3,2,15,2,2,9,8,8,17,46,6,8,0,0,9,0,0,5,4,5,15,0.00228996,0.0264661,0.0865241
860,GOX,131,5,35,5,4,27,4,8,9,12,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0.00225811,0.012977,0.174008
870,GOX,51,4,16,0,0,10,1,2,2,5,6,9,96,7,31,9,7,11,1,1,4,12,6,14,0.00243849,0.0240403,0.101434
880,GOX,102,4,40,6,4,14,4,0,6,11,9,8,111,6,32,3,6,14,5,0,8,10,10,23,0.0027029,0.0247864,0.109048
890,GOX,176,4,50,8,8,33,3,8,16,12,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0.00228879,0.0115887,0.197502
900,GOX,141,5,43,11,7,17,5,9,12,10,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0.00240513,0.0114461,0.210127
910,GOX,60,4,23,3,2,10,0,0,7,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.00239346,0.0088427,0.27067
920,GOX,60,3,23,2,1,5,3,1,5,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0.00236511,0.00812201,0.291197
930,GOX,41,5,11,2,1,13,1,1,1,3,2,6,22,4,7,0,0,3,1,0,1,4,2,4,0.000204271,0.0156222,0.0130757
940,GOX,70,4,18,5,2,11,0,1,2,8,10,13,82,5,27,7,7,10,2,2,4,10,4,9,0.00222337,0.0191187,0.116293
950,GOX,114,5,30,2,5,19,4,7,6,10,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0.00237347,0.0119861,0.198018
960,GOX,82,5,32,3,2,11,1,0,5,10,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0.00234554,0.0112256,0.208945
970,GOX,86,5,27,4,1,19,5,4,7,6,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0.00246106,0.00931755,0.264131
980,GOX,32,3,10,1,1,2,0,1,4,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0022198,0.00849082,0.261435
990,GOX,61,3,22,6,3,10,1,1,5,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0.00223749,0.0080405,0.278277
1000,GOX,114,5,45,8,7,11,5,4,6,10,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0.00237631,0.0111985,0.212198
1010,GOX,79,4,32,1,4,12,0,0,3,7,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0.00223795,0.0109318,0.204719
1020,GOX,52,4,22,0,2,7,2,0,4,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0.00224503,0.0101337,0.221541
1030,GOX,95,5,29,7,4,12,5,3,6,9,8,12,43,5,19,0,0,6,0,1,6,2,4,5,0.00222662,0.0189605,0.117435
1040,GOX,53,4,21,2,2,9,2,2,2,2,6,5,37,5,14,2,2,5,2,2,2,3,2,3,0.000309722,0.0167161,0.0185284
1050,GOX,77,5,29,1,3,15,2,3,5,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0.00238347,0.0115264,0.206784
1060,GOX,78,6,21,7,8,17,4,2,3,6,1,9,21,7,8,0,0,4,0,1,1,1,0,6,0.00231936,0.0211991,0.109408
1070,GOX,78,5,19,1,3,11,3,4,5,4,5,23,32,5,12,1,2,1,0,0,1,7,3,5,0.00220295,0.0230708,0.0954867
1080,GOX,118,7,36,4,6,16,0,7,9,6,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0.00235617,0.014857,0.15859
1090,GOX,43,4,8,4,0,12,0,2,2,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0.00234078,0.0084622,0.276616
1100,GOX,97,5,31,4,4,27,2,1,3,6,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0.00228044,0.00986047,0.23127
1110,GOX,57,5,25,3,1,6,1,1,5,4,3,8,52,6,22,2,1,5,1,0,5,3,6,7,0.00233057,0.0190911,0.122076
1120,GOX,104,4,38,6,3,17,6,2,4,6,3,19,65,6,23,5,4,9,0,0,3,4,4,13,0.00241596,0.0221083,0.109278
1130,GOX,60,3,25,3,3,10,0,0,5,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0.00235672,0.00765162,0.308002
1140,GOX,86,5,18,10,1,15,2,2,6,6,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0.000403433,0.0109263,0.036923
1150,GOX,125,4,43,1,1,23,6,2,13,13,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0.00219355,0.0118018,0.185865
1160,GOX,109,4,42,8,5,8,4,2,8,13,3,16,16,5,3,0,1,4,0,0,0,1,1,6,0.00211548,0.0195998,0.107934
1170,GOX,60,4,12,3,1,7,0,0,3,16,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0.00223225,0.0113758,0.196227
1180,GOX,61,3,28,2,2,9,1,1,9,2,4,3,101,6,34,6,3,12,5,3,7,10,6,15,0.00213324,0.0212092,0.100581
1190,GOX,47,3,20,1,1,7,1,1,4,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0.00224473,0.0064751,0.346671
1200,GOX,70,4,33,2,3,10,4,1,2,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0.00213878,0.00923138,0.231686
1210,GOX,132,5,40,8,2,25,0,4,12,10,13,18,48,5,19,1,0,10,0,2,0,7,5,4,0.00244094,0.0199519,0.122341
1220,GOX,53,4,16,0,3,8,0,5,4,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0.00207069,0.00747862,0.27688
1230,GOX,36,3,17,2,2,3,1,1,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000255712,0.00653909,0.0391052
1240,GOX,72,3,34,1,2,7,2,2,4,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00211783,0.00915672,0.231286
1250,GOX,77,3,28,7,3,8,6,2,6,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0.000410403,0.0104532,0.0392609
1260,GOX,51,4,16,6,3,10,1,1,8,3,2,1,88,6,21,5,6,12,3,1,6,4,9,21,0.00216863,0.020649,0.105023
1270,GOX,57,4,25,6,1,8,3,0,6,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00214637,0.0069256,0.309918
1280,GOX,65,4,32,2,2,7,0,2,2,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0.00216602,0.0108203,0.200181
1290,GOX,54,3,18,1,1,14,1,1,0,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0.00221886,0.00887041,0.250141
1300,GOX,68,6,24,5,3,9,1,3,4,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0.000336282,0.0105818,0.0317792
1310,GOX,67,3,23,2,3,8,0,1,2,9,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00222672,0.0107873,0.20642
1320,GOX,36,3,16,3,1,3,1,0,4,3,2,3,15,5,5,1,0,4,0,2,1,0,0,2,0.00212408,0.0137803,0.154139
1330,GOX,23,3,6,2,0,5,1,1,0,2,5,1,74,8,23,3,1,12,0,2,3,8,3,19,0.000345183,0.0191986,0.0179796
1340,GOX,95,4,44,5,3,5,1,2,3,12,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0.00231488,0.00912552,0.253671
1350,GOX,40,5,16,1,4,4,3,2,1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.00208559,0.00876563,0.237927
