iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,UOX,1409,7,493,89,36,227,80,60,84,98,89,153,0,0,0,0,0,0,0,0,0,0,0,0,0.00194959,0.0394927,0.0493658
10,UOX,1431,9,488,86,37,253,80,74,83,103,67,160,0,0,0,0,0,0,0,0,0,0,0,0,0.00184047,0.0388627,0.0473583
20,UOX,1287,8,488,98,37,183,55,54,100,82,89,101,0,0,0,0,0,0,0,0,0,0,0,0,0.00181807,0.0284631,0.0638745
30,UOX,1203,8,379,93,16,227,51,55,81,58,54,189,0,0,0,0,0,0,0,0,0,0,0,0,0.00178588,0.0414044,0.0431326
40,UOX,1107,9,310,77,24,222,62,51,84,75,41,161,0,0,0,0,0,0,0,0,0,0,0,0,0.00174679,0.0472519,0.0369676
50,UOX,1206,9,382,72,27,248,47,58,73,57,59,183,0,0,0,0,0,0,0,0,0,0,0,0,0.00170954,0.0510019,0.0335191
60,UOX,1199,8,437,88,35,203,63,48,99,41,33,152,0,0,0,0,0,0,0,0,0,0,0,0,0.00171458,0.0417192,0.0410981
70,UOX,1270,8,449,91,30,191,77,66,87,84,66,129,0,0,0,0,0,0,0,0,0,0,0,0,0.00184929,0.0344093,0.053744
80,UOX,1121,8,385,68,37,161,55,54,90,74,81,116,0,0,0,0,0,0,0,0,0,0,0,0,0.00183748,0.0350825,0.052376
90,UOX,1286,10,386,93,30,254,65,68,96,69,56,169,0,0,0,0,0,0,0,0,0,0,0,0,0.00192135,0.0463172,0.0414825
100,UOX,1102,6,361,83,33,206,48,59,75,56,43,138,0,0,0,0,0,0,0,0,0,0,0,0,0.00175406,0.036261,0.0483731
110,UOX,1025,9,325,67,35,186,41,35,100,51,36,149,0,0,0,0,0,0,0,0,0,0,0,0,0.00173183,0.0412738,0.0419595
120,UOX,1359,9,409,90,36,282,60,73,98,80,47,184,0,0,0,0,0,0,0,0,0,0,0,0,0.001723,0.0448638,0.0384051
130,UOX,1182,8,326,71,39,269,40,64,69,62,56,186,0,0,0,0,0,0,0,0,0,0,0,0,0.00172068,0.0444983,0.0386684
140,UOX,1065,7,342,76,23,198,51,57,71,47,36,164,0,0,0,0,0,0,0,0,0,0,0,0,0.00171996,0.0380342,0.0452214
150,UOX,1102,9,358,61,38,216,48,47,77,49,53,155,0,0,0,0,0,0,0,0,0,0,0,0,0.00172209,0.0418439,0.0411551
160,UOX,1059,9,301,60,30,186,41,60,103,52,53,173,0,0,0,0,0,0,0,0,0,0,0,0,0.00171696,0.0494639,0.0347113
170,UOX,1110,10,344,82,29,227,41,64,56,46,49,172,0,0,0,0,0,0,0,0,0,0,0,0,0.00173111,0.0507793,0.0340909
180,UOX,1225,15,366,70,46,235,53,56,110,57,62,170,0,0,0,0,0,0,0,0,0,0,0,0,0.00172146,0.0533524,0.0322658
190,UOX,1227,9,370,67,29,254,50,65,111,59,61,161,0,0,0,0,0,0,0,0,0,0,0,0,0.00172159,0.0413892,0.0415951
200,UOX,1319,11,369,88,30,263,54,65,96,80,57,217,0,0,0,0,0,0,0,0,0,0,0,0,0.00174854,0.0510803,0.0342312
210,UOX,1196,7,385,81,35,247,55,59,80,41,54,159,0,0,0,0,0,0,0,0,0,0,0,0,0.00171163,0.0389222,0.0439757
220,UOX,1077,8,349,68,20,223,57,47,77,46,49,141,0,0,0,0,0,0,0,0,0,0,0,0,0.00173602,0.0384467,0.045154
230,UOX,1208,10,353,101,32,247,48,66,89,53,35,184,18,5,2,0,0,4,0,0,1,2,3,6,0.00172141,0.0580487,0.0296546
240,UOX,1261,11,361,91,38,280,59,65,85,60,44,178,0,0,0,0,0,0,0,0,0,0,0,0,0.00173606,0.0447561,0.0387893
250,UOX,1088,12,344,72,20,189,55,61,62,58,57,170,0,0,0,0,0,0,0,0,0,0,0,0,0.0017405,0.0458223,0.0379837
260,UOX,1152,9,367,82,36,205,48,66,94,50,43,161,0,0,0,0,0,0,0,0,0,0,0,0,0.00168752,0.0436033,0.0387016
270,UOX,1181,8,389,80,31,240,38,43,111,40,43,166,0,0,0,0,0,0,0,0,0,0,0,0,0.00172694,0.0459836,0.0375556
280,UOX,1179,10,325,73,28,251,40,61,101,63,51,186,0,0,0,0,0,0,0,0,0,0,0,0,0.00172125,0.048816,0.03526
290,UOX,1295,14,380,76,41,243,41,61,92,85,75,201,0,0,0,0,0,0,0,0,0,0,0,0,0.00176525,0.0575068,0.0306964
300,UOX,1214,12,367,84,32,231,53,46,93,63,58,187,0,0,0,0,0,0,0,0,0,0,0,0,0.00170694,0.052235,0.0326781
310,UOX,1221,6,460,83,31,211,66,40,66,86,66,112,0,0,0,0,0,0,0,0,0,0,0,0,0.00176185,0.0313465,0.0562056
320,UOX,1054,12,286,71,30,190,40,46,84,64,53,190,0,0,0,0,0,0,0,0,0,0,0,0,0.00174023,0.0480939,0.036184
