iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,GOX,120,6,30,3,3,26,7,4,4,6,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0.0039251,0.0129672,0.302694
10,GOX,179,4,53,6,5,39,4,6,7,17,7,35,0,0,0,0,0,0,0,0,0,0,0,0,0.00379778,0.012782,0.297119
20,GOX,92,4,30,4,2,11,1,5,3,5,8,23,2,3,0,0,0,1,0,0,0,0,0,1,0.00374279,0.0147906,0.253052
30,GOX,175,5,50,9,8,34,3,7,8,18,7,31,11,3,5,0,0,3,0,2,1,0,0,0,0.00370842,0.0197232,0.188024
40,GOX,107,5,32,3,3,24,2,4,1,10,9,19,75,4,19,1,0,13,1,1,2,6,10,22,0.00384207,0.0196973,0.195056
50,GOX,61,3,21,2,1,12,0,1,5,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0.00366658,0.00830325,0.441583
60,GOX,98,5,26,1,4,15,1,3,6,7,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0.00378181,0.0106979,0.353509
70,GOX,97,5,17,4,2,20,1,4,1,10,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0.00356493,0.0110488,0.322652
80,GOX,183,6,51,10,6,35,6,4,13,18,4,36,38,4,10,4,4,7,0,1,1,6,0,5,0.00358316,0.021815,0.164252
90,GOX,105,5,25,4,2,20,7,6,4,10,4,23,4,3,2,1,0,1,0,0,0,0,0,0,0.0036102,0.0153869,0.234627
100,GOX,129,5,31,2,7,23,2,1,2,14,9,38,0,0,0,0,0,0,0,0,0,0,0,0,0.00359378,0.0144514,0.24868
110,GOX,175,8,44,4,6,42,4,7,3,9,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0.00348569,0.015635,0.222941
120,GOX,105,5,27,1,5,19,3,1,6,8,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0.00338727,0.0119087,0.284437
130,GOX,170,7,49,5,2,35,9,6,4,17,9,34,16,3,4,0,0,4,0,1,1,1,1,4,0.00386325,0.0192339,0.200856
140,GOX,148,5,28,5,5,39,1,2,5,10,13,40,237,6,44,9,1,53,6,6,11,13,15,79,0.00368636,0.0315163,0.116967
150,GOX,109,4,19,1,2,26,4,2,4,6,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0.00378233,0.0104115,0.363283
160,GOX,85,4,28,3,2,14,2,2,7,7,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0.00340576,0.00910815,0.373925
170,GOX,137,4,43,3,1,32,3,2,6,9,11,27,2,3,1,0,0,1,0,0,0,0,0,0,0.00394692,0.0159971,0.246727
180,GOX,217,5,74,4,6,43,3,6,5,18,13,45,13,3,2,0,0,3,0,0,2,0,1,5,0.00358946,0.0205941,0.174295
190,GOX,112,10,27,4,2,23,3,5,2,8,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0.00375286,0.0125259,0.299607
200,GOX,197,6,56,1,6,40,4,5,8,18,13,46,50,4,21,2,1,12,0,1,0,2,0,11,0.00365352,0.0255492,0.142999
210,GOX,122,5,29,5,8,27,1,1,7,8,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0.00378575,0.0114985,0.329239
220,GOX,95,5,28,5,5,17,0,1,3,8,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0.00363714,0.00981677,0.370502
230,GOX,114,6,37,2,4,15,2,12,3,8,7,24,5,3,1,0,0,1,0,1,0,0,0,2,0.00359594,0.0166553,0.215903
240,GOX,134,5,44,16,4,15,6,5,7,9,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0.00376175,0.00948757,0.396492
250,GOX,102,5,27,2,3,23,1,5,3,9,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0.00348881,0.0112768,0.309378
260,GOX,103,6,25,5,3,28,2,1,10,7,6,16,15,3,2,0,1,7,0,0,1,0,1,3,0.00378781,0.0162454,0.233162
270,GOX,114,4,43,5,7,22,3,1,4,8,5,16,3,3,1,0,0,1,0,0,0,0,0,1,0.00369356,0.0143497,0.257396
280,GOX,120,4,37,6,6,17,5,7,7,8,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0.00391629,0.0102088,0.383618
290,GOX,30,3,9,0,2,7,0,0,0,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0.00366508,0.00832851,0.440064
300,GOX,47,4,21,0,0,8,0,0,2,5,4,7,13,3,1,0,1,5,0,0,0,2,2,2,0.00358017,0.0157006,0.228027
310,GOX,106,5,30,0,3,24,4,3,3,12,7,20,21,3,6,0,0,4,1,1,0,1,1,7,0.00359035,0.0179282,0.200262
320,GOX,70,6,23,4,0,13,5,2,1,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0.00357416,0.00899022,0.39756
330,GOX,55,3,21,1,2,8,4,1,2,2,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0.00340437,0.00674654,0.50461
340,GOX,204,5,59,6,8,36,5,11,7,14,21,37,4,4,2,0,0,0,0,0,0,0,0,2,0.00381384,0.0190135,0.200585
350,GOX,76,4,26,3,2,13,2,2,9,2,7,10,18,5,4,1,0,1,0,0,3,0,3,6,0.00374415,0.0172958,0.216477
360,GOX,194,6,70,6,2,33,10,4,4,14,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0.00356723,0.0144859,0.246255
370,GOX,38,3,14,1,1,5,1,2,1,3,4,6,15,3,4,1,1,3,0,1,2,1,1,1,0.0035398,0.0124239,0.284919
380,GOX,81,5,21,7,3,19,2,1,5,4,9,10,18,4,5,0,1,1,0,0,1,2,2,6,0.0036291,0.0160154,0.2266
390,GOX,153,5,38,2,4,30,6,5,7,10,12,39,5,3,0,0,0,2,0,0,0,0,2,1,0.00383361,0.0201362,0.190384
400,GOX,106,3,34,7,5,17,5,4,3,11,8,12,7,4,3,0,0,1,0,0,0,0,0,3,0.00385386,0.0163632,0.23552
410,GOX,119,5,28,1,5,24,2,1,3,17,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0.00367928,0.0116653,0.315403
420,GOX,149,5,55,9,4,27,2,6,6,19,5,16,24,3,6,1,0,4,1,1,3,0,3,5,0.00378978,0.0183,0.207092
430,GOX,25,3,5,1,1,7,1,0,3,3,2,2,5,3,1,0,0,2,0,0,1,0,0,1,0.00363352,0.0113245,0.320854
440,GOX,48,6,11,2,0,13,1,0,2,1,2,16,1,3,0,0,0,0,0,0,0,0,1,0,0.00335368,0.0147799,0.226909
450,GOX,83,5,19,5,4,13,1,4,6,9,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0036157,0.00953262,0.379297
460,GOX,109,5,34,8,1,14,1,5,5,13,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0.00362191,0.0100009,0.362157
470,GOX,34,3,12,1,0,12,0,0,1,3,3,2,20,3,5,0,0,6,0,1,1,4,1,2,0.00360688,0.0123445,0.292184
480,GOX,86,6,21,2,1,23,0,4,1,10,3,21,11,4,1,0,0,4,1,0,1,0,0,4,0.00385731,0.0178143,0.216528
490,GOX,178,6,45,3,5,39,5,7,8,13,13,40,42,5,9,0,1,7,1,2,5,3,2,12,0.00368121,0.0243112,0.15142
500,GOX,117,5,38,2,2,28,4,1,4,7,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0.00375644,0.0117142,0.320675
510,GOX,141,5,35,5,5,31,9,8,10,7,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0.00343974,0.0100758,0.341388
520,GOX,125,8,30,1,4,23,4,0,7,12,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0.00378869,0.0151051,0.250821
530,GOX,159,5,46,6,5,24,5,11,7,16,10,29,13,3,1,0,0,5,0,1,1,1,2,2,0.00374344,0.0172314,0.217245
540,GOX,123,4,45,2,5,33,4,4,1,12,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0.00377434,0.00795328,0.474564
550,GOX,156,4,42,5,6,31,4,6,11,21,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.00374562,0.00982188,0.381354
560,GOX,133,7,38,5,3,17,6,5,8,16,11,24,4,3,2,0,0,0,0,0,0,0,0,2,0.00399692,0.0172544,0.231646
570,GOX,126,7,40,3,3,23,0,6,3,10,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0.00337133,0.0139735,0.241266
580,GOX,127,4,34,3,2,32,3,1,6,12,9,25,71,5,12,2,1,14,1,2,4,1,6,28,0.00367624,0.0222756,0.165034
590,GOX,140,7,35,1,0,30,2,1,3,6,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0.0037631,0.0169091,0.222548
600,GOX,170,6,47,10,9,34,6,3,10,13,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0.00349996,0.0131874,0.265403
610,GOX,62,3,24,0,0,11,4,1,5,3,2,12,3,3,1,0,0,0,0,0,0,1,0,1,0.00361649,0.0141794,0.255052
620,GOX,57,3,20,5,2,11,0,3,3,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0040246,0.00659437,0.610309
630,GOX,140,5,43,2,7,24,4,2,10,18,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0.00375381,0.0101395,0.370216
640,GOX,82,5,24,4,3,16,4,3,4,5,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0.00379592,0.00977173,0.388459
650,GOX,128,5,36,2,5,29,5,1,5,14,11,20,14,4,2,1,1,3,1,1,2,0,0,3,0.00379466,0.0202295,0.18758
660,GOX,197,5,49,6,3,44,6,6,8,20,10,45,0,0,0,0,0,0,0,0,0,0,0,0,0.00348759,0.0139683,0.249678
670,GOX,55,4,12,1,0,12,1,4,3,4,8,10,10,3,4,0,1,1,1,0,0,2,0,1,0.00425148,0.0180342,0.235745
680,GOX,74,4,19,4,4,20,0,5,7,2,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0.00375547,0.0064372,0.583401
690,GOX,80,5,14,3,4,12,2,1,7,8,11,18,34,5,16,2,1,2,0,4,0,0,4,5,0.00344715,0.0173151,0.199084
700,GOX,82,5,27,4,2,15,3,2,2,7,6,14,11,3,5,0,0,1,0,1,1,1,0,2,0.00343844,0.0158797,0.21653
710,GOX,128,5,41,3,5,24,2,4,7,7,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0.00369012,0.0117049,0.315262
720,GOX,150,6,38,6,8,27,5,2,4,18,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0.00377822,0.0129897,0.290863
730,GOX,180,5,52,6,4,41,5,4,6,16,13,33,0,0,0,0,0,0,0,0,0,0,0,0,0.0038373,0.011462,0.334785
740,GOX,124,4,34,6,7,18,2,10,3,9,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0.00376696,0.010055,0.374636
750,GOX,53,5,18,3,2,8,2,4,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0.00338747,0.00919453,0.368423
760,GOX,99,4,33,3,4,23,3,2,3,7,6,15,3,3,0,0,0,1,0,0,0,0,0,2,0.00383758,0.0149528,0.256647
770,GOX,52,5,16,2,3,10,2,1,4,3,2,9,44,4,8,2,1,12,1,1,3,3,2,11,0.00373653,0.0156864,0.238202
780,GOX,145,4,43,3,7,26,5,4,11,23,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0.00377415,0.014377,0.262513
790,GOX,96,5,29,1,1,20,1,6,1,7,10,20,2,3,0,0,0,0,0,1,0,1,0,0,0.000399293,0.0154588,0.0258296
