iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,PMX,158,5,40,1,4,33,3,6,8,9,13,41,0,0,0,0,0,0,0,0,0,0,0,0,0.000419543,0.0142004,0.0295444
10,PMX,141,5,43,5,1,28,2,4,3,13,12,30,19,4,4,0,0,2,0,0,3,0,1,9,0.000290462,0.0173361,0.0167548
20,PMX,110,5,29,2,2,21,3,4,2,12,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0.000208111,0.00908155,0.0229158
30,PMX,169,6,33,3,9,52,3,6,6,11,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0.00366311,0.0125297,0.292354
40,PMX,156,5,37,5,5,34,6,5,6,10,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0.00412459,0.0112441,0.366822
50,PMX,69,5,16,1,2,17,1,2,3,4,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0.00361911,0.00890487,0.406419
60,PMX,220,7,52,6,9,57,4,6,4,17,20,45,0,0,0,0,0,0,0,0,0,0,0,0,0.00369951,0.0138266,0.267564
70,PMX,100,4,25,6,0,25,6,5,6,8,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0.00371629,0.00926271,0.40121
80,PMX,180,5,56,4,5,35,5,5,11,19,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0.00375601,0.011428,0.328667
90,PMX,82,5,16,2,1,18,1,2,6,9,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0.00368954,0.0101994,0.36174
100,PMX,120,4,43,7,2,24,3,2,5,7,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0.00399366,0.00988227,0.404124
110,PMX,174,5,41,5,8,33,5,6,6,12,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0.00388001,0.0118917,0.326279
120,PMX,200,6,46,4,6,46,3,13,11,17,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0.0036889,0.0140615,0.26234
130,PMX,144,4,42,7,2,38,7,3,7,11,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0.00370424,0.010268,0.360754
140,PMX,109,4,34,3,3,23,2,1,5,8,8,22,5,3,0,0,0,1,0,0,0,1,0,3,0.000251172,0.0168234,0.0149299
150,PMX,120,5,39,4,3,22,6,1,6,13,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0.000259502,0.0118427,0.0219124
160,PMX,167,5,38,4,5,27,5,9,8,12,11,48,4,3,0,0,0,0,0,0,1,1,1,1,0.00365104,0.017058,0.214037
170,PMX,103,5,22,4,2,28,0,4,2,13,9,19,18,3,4,1,0,2,0,3,3,0,1,4,0.000211681,0.0156407,0.013534
180,PMX,41,3,15,3,2,8,2,0,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.000216492,0.00714881,0.0302836
190,PMX,129,6,30,5,3,24,4,2,5,14,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0.000271432,0.0110319,0.0246043
200,PMX,85,5,16,3,2,21,2,2,3,4,8,24,37,5,3,0,2,14,0,0,2,0,0,16,0.00391847,0.0210647,0.186021
210,PMX,25,4,4,1,0,10,1,1,1,3,0,4,3,3,2,0,0,1,0,0,0,0,0,0,0.000182602,0.0122752,0.0148757
220,PMX,130,5,38,4,1,23,4,1,6,17,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0.00435767,0.0118842,0.366677
230,PMX,101,6,23,3,1,26,0,1,4,13,5,25,7,3,3,0,0,2,0,0,1,0,0,1,0.000219312,0.014636,0.0149845
240,PMX,95,4,32,1,0,20,3,2,3,10,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0.00375367,0.00941834,0.398549
250,PMX,158,4,47,4,3,28,7,5,5,21,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0.0037467,0.01003,0.373551
260,PMX,49,4,13,6,1,8,0,4,2,1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0.004141,0.00737449,0.56153
270,PMX,129,5,29,4,2,32,4,5,6,13,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0.00410923,0.00953403,0.431007
280,PMX,94,4,28,4,1,15,1,3,5,3,9,25,15,3,7,0,0,5,0,0,0,1,0,2,0.00402159,0.0145173,0.277021
290,PMX,209,5,45,5,2,54,4,11,7,24,14,43,10,4,2,0,1,0,0,1,0,0,2,4,0.00369651,0.020212,0.182887
300,PMX,78,5,17,3,3,15,3,1,3,3,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0.000309242,0.010459,0.0295671
310,PMX,76,4,26,1,5,14,1,2,4,6,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0.000204421,0.00712667,0.0286839
320,PMX,36,5,13,1,0,6,1,0,1,3,2,9,2,3,1,0,0,0,0,0,0,0,1,0,0.000209461,0.0141304,0.0148235
330,PMX,177,6,48,3,6,32,2,6,12,24,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0.00418466,0.0125507,0.333421
340,PMX,120,5,35,4,5,29,4,4,5,14,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0.00371504,0.00937976,0.39607
350,PMX,6,3,1,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000254312,0.00723881,0.0351317
360,PMX,86,5,18,2,3,29,2,2,2,4,8,16,15,3,3,0,1,3,0,0,1,0,2,5,0.000201071,0.0148279,0.0135603
370,PMX,84,7,25,2,2,15,1,4,3,6,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0.000286212,0.00964326,0.02968
380,PMX,101,4,26,1,3,25,6,1,2,8,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0.00423193,0.00951289,0.444863
390,PMX,110,5,22,3,3,26,2,5,6,8,10,25,9,3,2,0,3,3,0,0,0,1,0,0,0.00369026,0.0161358,0.2287
400,PMX,213,7,43,6,11,41,6,8,10,17,10,61,29,4,3,2,0,7,0,1,1,1,4,10,0.00419653,0.0251379,0.16694
410,PMX,168,6,41,2,5,40,1,5,6,18,14,36,9,3,2,0,1,4,0,0,0,0,1,1,0.00372627,0.0191347,0.194738
420,PMX,147,6,44,5,6,29,5,6,10,12,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0.000232782,0.0107281,0.0216983
430,PMX,109,6,20,4,4,14,2,3,8,14,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0.00436363,0.0136902,0.318741
440,PMX,139,5,37,8,5,29,3,8,10,9,8,22,17,3,6,3,0,5,1,0,0,0,0,2,0.0044746,0.0160544,0.278715
450,PMX,75,5,15,1,2,20,3,1,2,6,2,23,21,4,4,0,1,7,0,1,0,1,0,7,0.00381065,0.0199516,0.190994
460,PMX,139,5,42,4,5,30,3,2,5,9,6,33,32,5,4,0,0,7,0,1,0,1,1,18,0.000216552,0.0174588,0.0124036
470,PMX,202,5,39,9,8,50,3,3,10,21,13,46,22,3,4,2,2,1,2,2,2,2,3,2,0.00370229,0.0185567,0.199512
480,PMX,149,5,33,4,7,42,3,2,6,4,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0.00402156,0.0114593,0.350943
490,PMX,108,5,36,4,2,16,6,6,6,11,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0.00391296,0.0115617,0.338442
500,PMX,109,7,36,3,4,22,3,3,2,8,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0.000238972,0.0123991,0.0192733
510,PMX,117,5,28,5,0,34,3,2,6,6,2,31,2,3,0,0,0,1,0,0,1,0,0,0,0.000268462,0.0137721,0.0194932
520,PMX,52,3,18,1,3,9,3,0,2,2,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0.000208752,0.00615436,0.0339193
530,PMX,125,6,20,2,4,29,3,6,7,8,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0.00387671,0.0121898,0.318029
540,PMX,21,3,7,2,1,5,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00407742,0.00565484,0.721049
550,PMX,86,4,16,5,3,22,3,6,5,10,8,8,15,4,3,0,0,2,0,0,1,3,1,5,0.0037923,0.0162713,0.233066
560,PMX,31,4,6,0,0,10,0,0,2,5,3,5,6,3,2,0,0,1,0,0,2,0,1,0,0.000187712,0.0114771,0.0163554
570,PMX,54,3,12,2,2,12,0,1,5,7,6,7,1,3,0,0,0,0,0,0,0,1,0,0,0.00370858,0.0124832,0.297086
580,PMX,135,9,24,1,2,31,2,4,4,11,7,49,9,4,5,0,0,2,0,0,0,0,0,2,0.00373216,0.0209289,0.178325
590,PMX,59,5,14,1,0,12,0,0,3,7,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0.00369653,0.0096392,0.383489
600,PMX,180,6,36,3,5,38,6,11,8,20,16,37,0,0,0,0,0,0,0,0,0,0,0,0,0.000212331,0.0114063,0.0186152
