iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,PL,720,8,220,17,13,162,16,14,31,74,59,114,0,0,0,0,0,0,0,0,0,0,0,0,0.0472632,0.028085,1.68286
10,PL,651,6,197,12,11,153,11,17,22,67,60,101,0,0,0,0,0,0,0,0,0,0,0,0,0.0463877,0.0257546,1.80115
20,PL,696,5,222,16,15,130,19,17,29,70,71,107,325,6,80,11,3,74,7,17,14,24,25,70,0.0449218,0.0513288,0.875178
30,PL,486,6,154,8,9,111,8,16,18,51,39,72,147,9,33,5,6,27,1,4,3,8,4,56,0.0447989,0.0392123,1.14247
40,PL,633,5,184,13,11,131,16,29,20,60,47,122,451,8,100,12,11,92,9,16,14,37,29,131,0.0466137,0.04955,0.94074
50,PL,648,6,213,24,12,141,15,23,20,49,55,96,194,8,40,6,7,37,2,3,13,7,7,72,0.0457171,0.0419981,1.08855
60,PL,703,7,197,17,17,161,19,30,28,56,55,123,697,10,155,12,23,143,15,30,31,64,45,179,0.0469469,0.0544737,0.861826
70,PL,659,6,201,20,14,140,20,12,31,76,51,94,0,0,0,0,0,0,0,0,0,0,0,0,0.0465758,0.0220332,2.11389
80,PL,641,5,172,11,16,139,10,19,27,85,60,102,113,7,28,3,7,14,0,5,3,3,8,42,0.0467279,0.03529,1.32411
90,PL,647,6,224,18,10,133,12,18,25,63,56,88,325,5,78,13,8,67,5,11,20,26,11,86,0.0498204,0.0394752,1.26207
100,PL,549,6,169,10,17,117,10,9,25,49,43,100,0,0,0,0,0,0,0,0,0,0,0,0,0.0462996,0.0239145,1.93605
110,PL,583,6,160,11,14,141,18,13,22,55,46,103,25,4,6,2,0,6,0,2,1,2,0,6,0.0454061,0.0314212,1.44508
120,PL,667,8,188,14,11,152,15,26,29,62,42,128,140,6,28,3,2,35,2,6,7,6,5,46,0.0472565,0.0441968,1.06923
130,PL,606,6,172,20,19,128,13,19,16,57,58,104,0,0,0,0,0,0,0,0,0,0,0,0,0.0453607,0.0216191,2.09818
140,PL,550,8,171,19,11,124,11,21,17,45,47,84,0,0,0,0,0,0,0,0,0,0,0,0,0.0461922,0.021661,2.1325
150,PL,639,7,194,11,16,125,17,18,26,51,54,127,173,5,48,2,8,39,3,6,2,11,15,39,0.0474017,0.0375077,1.26379
160,PL,558,6,193,14,6,131,17,16,17,39,36,89,0,0,0,0,0,0,0,0,0,0,0,0,0.0495732,0.0232637,2.13092
170,PL,891,12,266,22,16,206,26,25,23,65,87,155,0,0,0,0,0,0,0,0,0,0,0,0,0.0469997,0.0290158,1.6198
180,PL,784,7,230,16,15,165,30,26,32,67,66,137,0,0,0,0,0,0,0,0,0,0,0,0,0.0451397,0.0297107,1.51931
190,PL,594,6,178,16,13,145,12,16,24,49,45,96,307,6,68,8,8,73,3,9,11,27,22,78,0.0466707,0.0381315,1.22394
200,PL,833,5,261,9,11,173,17,31,32,85,75,139,32,3,14,1,0,7,0,3,0,2,0,5,0.0475034,0.0330298,1.4382
210,PL,745,6,232,11,24,161,24,27,24,69,63,110,116,7,19,3,4,23,2,3,9,6,7,40,0.0460751,0.037006,1.24507
220,PL,678,8,211,18,14,151,18,24,30,47,57,108,33,3,9,0,0,14,0,1,1,2,0,6,0.0466406,0.0338716,1.37698
230,PL,628,8,177,18,12,116,16,13,25,63,52,136,0,0,0,0,0,0,0,0,0,0,0,0,0.0461371,0.0287994,1.60201
240,PL,737,7,187,23,20,175,17,23,33,79,51,129,201,7,35,10,8,32,3,5,8,12,14,74,0.0468193,0.0504471,0.928087
