iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,LOX,21,3,4,1,1,6,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.000205832,0.00790245,0.0260466
10,LOX,57,4,17,3,1,4,5,1,0,7,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0066391,0.00963287,0.689213
20,LOX,62,3,12,2,0,22,3,1,0,5,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0066878,0.00814943,0.820646
30,LOX,91,5,21,0,0,14,14,2,1,9,13,17,10,3,4,0,0,2,0,0,0,1,1,2,0.00672469,0.0164394,0.409059
40,LOX,6,3,3,0,0,1,2,0,0,0,0,0,3,3,0,0,0,1,2,0,0,0,0,0,0.000148341,0.0126368,0.0117388
50,LOX,87,5,21,5,3,11,6,1,1,14,15,10,61,6,14,1,4,2,3,3,0,10,6,18,0.00664847,0.0227391,0.292381
60,LOX,123,4,27,1,2,22,13,1,1,21,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0.00664437,0.0111283,0.59707
70,LOX,58,5,14,2,0,13,2,2,0,5,10,10,2,3,0,1,0,0,1,0,0,0,0,0,0.000153171,0.0158329,0.00967423
80,LOX,85,4,21,4,3,15,10,3,0,10,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0.000154721,0.00963078,0.0160653
90,LOX,32,3,9,4,2,3,2,1,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.00658257,0.00730686,0.900876
100,LOX,34,3,13,1,0,7,2,1,0,5,2,3,34,4,8,0,0,5,2,1,0,4,0,14,0.00650098,0.0175786,0.369824
110,LOX,68,4,20,2,0,6,4,1,1,13,9,12,30,4,9,1,0,2,1,1,0,6,4,6,0.0064504,0.0168018,0.383912
120,LOX,0,3,0,0,0,0,0,0,0,0,0,0,29,5,6,0,0,3,1,2,0,3,3,11,0.000149261,0.0144472,0.0103315
130,LOX,86,5,18,0,1,21,5,4,0,9,15,13,136,4,25,1,2,23,9,4,1,13,17,41,0.00655143,0.0220672,0.296885
140,LOX,86,4,16,2,0,18,7,3,0,11,9,20,15,3,2,0,0,2,3,0,0,3,2,3,0.00643685,0.0168355,0.382339
150,LOX,93,4,20,3,2,14,12,3,0,15,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0.00643975,0.0101644,0.633561
160,LOX,75,4,21,4,2,13,7,1,1,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0.00663929,0.00883746,0.751267
170,LOX,61,3,11,3,1,16,3,2,1,13,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0.00653118,0.00774243,0.843557
180,LOX,32,3,10,1,0,8,2,1,0,5,2,3,13,3,4,0,0,2,3,0,0,2,0,2,0.00651807,0.0136761,0.476605
190,LOX,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000146512,0.00626919,0.0233702
200,LOX,41,3,9,0,0,6,1,2,0,9,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0.000151041,0.00899519,0.0167913
