iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,AOX,245,6,64,10,12,49,10,18,23,12,10,37,0,0,0,0,0,0,0,0,0,0,0,0,0.00217814,0.0141966,0.153427
10,AOX,118,4,40,3,8,20,2,6,6,9,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0.00209181,0.0088681,0.235881
20,AOX,78,4,17,4,2,14,3,3,5,7,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0.00210978,0.00855069,0.246738
30,AOX,41,3,7,2,3,10,0,5,10,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.000145601,0.0055664,0.0261571
40,AOX,165,6,51,7,6,25,2,6,12,15,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0.00212221,0.0120914,0.175514
50,AOX,344,6,91,18,11,61,12,11,29,31,21,59,0,0,0,0,0,0,0,0,0,0,0,0,0.00214754,0.0171301,0.125367
60,AOX,161,8,50,5,7,18,4,6,4,13,13,41,0,0,0,0,0,0,0,0,0,0,0,0,0.00212963,0.0177551,0.119945
70,AOX,29,7,7,1,2,3,0,1,4,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0.000152501,0.00889665,0.0171414
80,AOX,52,3,14,0,1,15,0,0,6,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00209402,0.00686265,0.305133
90,AOX,136,9,39,3,2,17,3,8,7,12,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0.00213025,0.016249,0.131101
100,AOX,308,7,94,15,14,47,11,14,26,21,25,41,0,0,0,0,0,0,0,0,0,0,0,0,0.00215293,0.0180915,0.119003
110,AOX,158,4,51,1,8,20,4,8,13,18,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0.00214004,0.0126608,0.169029
120,AOX,88,4,33,1,5,8,3,2,7,14,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0021325,0.00790983,0.269602
130,AOX,5,3,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000145201,0.0049328,0.0294358
140,AOX,84,5,24,1,2,12,3,6,10,7,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0.00209727,0.00927682,0.226077
150,AOX,79,3,24,3,4,13,5,2,5,7,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00210901,0.00794981,0.265291
160,AOX,118,5,29,3,6,28,2,4,10,6,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0.0020939,0.0111712,0.187438
170,AOX,132,5,43,6,1,23,1,6,11,11,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0.00211106,0.0113753,0.185583
180,AOX,96,4,41,8,3,13,1,1,8,8,4,9,102,6,29,4,3,14,1,2,7,11,6,25,0.00213771,0.020814,0.102705
190,AOX,151,4,49,4,5,31,4,8,12,9,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0020949,0.0116905,0.179197
200,AOX,103,4,25,8,4,20,5,8,7,6,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0.00210355,0.00927917,0.226696
210,AOX,308,6,100,14,10,62,6,14,19,25,14,44,0,0,0,0,0,0,0,0,0,0,0,0,0.00216409,0.0162409,0.13325
220,AOX,85,4,31,3,6,10,1,6,8,7,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0021508,0.00930115,0.23124
230,AOX,181,6,65,12,8,29,3,12,15,11,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0.00214247,0.01013,0.211497
240,AOX,147,5,36,5,6,32,4,5,19,9,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0.00210109,0.0116105,0.180965
250,AOX,116,6,24,5,5,28,3,4,6,2,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0.00212442,0.0121,0.175572
260,AOX,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141101,0.00480139,0.0293875
270,AOX,128,4,40,1,2,26,2,7,7,4,9,30,72,6,26,4,4,7,2,2,2,11,7,7,0.00209411,0.0228103,0.0918056
280,AOX,112,6,29,2,3,22,3,1,7,11,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0.0027134,0.0128861,0.210568
290,AOX,118,5,30,3,4,22,0,6,8,6,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0.00211877,0.0113837,0.186123
300,AOX,121,6,29,12,3,18,3,5,20,8,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0.00209517,0.00968503,0.216331
310,AOX,134,8,29,4,4,30,3,4,9,8,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0.00208381,0.0171001,0.121859
320,AOX,221,6,85,15,7,24,5,8,16,22,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0.00208567,0.0117992,0.176764
330,AOX,31,4,12,1,0,4,0,0,5,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.00212021,0.00723014,0.293247
340,AOX,159,4,51,5,7,31,3,4,14,10,13,21,40,4,11,2,1,7,2,1,0,4,0,12,0.00214338,0.0193909,0.110536
350,AOX,163,6,49,6,5,31,3,4,18,14,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0.00213633,0.0138571,0.154168
360,AOX,150,5,52,7,7,28,7,4,8,11,6,20,53,7,11,2,0,6,3,0,1,6,4,20,0.00209503,0.0246429,0.0850157
370,AOX,69,3,19,3,3,19,0,2,2,5,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0.00207149,0.00792385,0.261425
380,AOX,138,7,48,6,9,26,1,0,14,7,8,19,71,8,25,0,0,9,3,2,3,8,3,18,0.00207911,0.023539,0.0883263
390,AOX,108,4,34,2,4,26,1,10,10,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00210752,0.00797282,0.264339
400,AOX,103,4,26,4,3,25,3,6,6,4,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0.00208973,0.0105743,0.197625
410,AOX,150,6,40,5,3,24,5,4,15,10,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0.00209999,0.0123842,0.169571
420,AOX,201,5,68,7,11,23,9,15,12,12,14,30,103,7,27,8,1,14,1,4,9,10,10,19,0.00205842,0.0261058,0.0788494
430,AOX,13,3,7,1,0,3,0,0,0,0,1,1,51,5,16,3,2,8,0,1,2,6,5,8,0.00210627,0.0140231,0.1502
440,AOX,69,3,15,6,1,10,3,4,3,8,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0.000145521,0.00682984,0.0213067
450,AOX,66,4,16,2,9,15,6,3,6,2,2,5,59,5,21,2,2,9,4,2,1,1,6,11,0.00205289,0.0187736,0.10935
460,AOX,118,5,36,3,4,14,1,2,14,11,9,24,97,5,23,3,7,11,3,0,4,14,9,23,0.00207531,0.023921,0.0867571
470,AOX,93,5,18,7,4,25,1,6,9,4,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0.00203681,0.00879208,0.231665
480,AOX,24,3,6,0,1,5,0,0,3,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.000134961,0.00607,0.0222341
