iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,UOX,666,6,162,18,12,136,45,21,4,119,61,88,82,4,19,3,1,9,10,2,0,11,10,17,0.00695969,0.0330074,0.210852
10,UOX,614,5,150,18,11,115,56,26,8,103,59,68,0,0,0,0,0,0,0,0,0,0,0,0,0.00668273,0.0174599,0.382747
20,UOX,602,5,138,13,8,120,54,18,7,106,77,61,0,0,0,0,0,0,0,0,0,0,0,0,0.00673014,0.0176774,0.380719
30,UOX,616,6,145,21,11,118,64,22,2,91,70,72,0,0,0,0,0,0,0,0,0,0,0,0,0.00691014,0.0184235,0.375072
40,UOX,652,5,170,22,13,131,66,20,3,88,65,74,0,0,0,0,0,0,0,0,0,0,0,0,0.00674952,0.0159954,0.421965
50,UOX,663,6,155,13,10,140,48,33,10,94,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0.00681116,0.020394,0.333978
60,UOX,579,6,140,18,16,119,50,16,3,83,61,73,0,0,0,0,0,0,0,0,0,0,0,0,0.00674721,0.018426,0.366179
70,UOX,784,5,221,22,11,148,63,26,7,117,82,87,8,3,1,0,0,1,1,1,0,1,1,2,0.00698893,0.0255248,0.273809
80,UOX,704,6,173,22,8,143,61,30,7,108,73,79,0,0,0,0,0,0,0,0,0,0,0,0,0.00678754,0.019338,0.350994
90,UOX,619,5,160,17,12,113,61,21,4,102,67,62,172,6,54,5,2,28,11,5,0,19,21,27,0.00661139,0.0309981,0.213284
100,UOX,773,7,171,24,14,179,66,16,8,98,85,112,0,0,0,0,0,0,0,0,0,0,0,0,0.00671936,0.0234723,0.286267
110,UOX,662,5,169,18,7,132,50,24,6,102,79,75,71,4,31,3,2,11,5,1,1,5,6,6,0.00674954,0.0279203,0.241743
120,UOX,680,5,169,23,4,144,49,24,8,109,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0.00680263,0.0173556,0.391957
130,UOX,719,5,170,23,11,138,63,28,5,113,82,86,0,0,0,0,0,0,0,0,0,0,0,0,0.00666966,0.0191728,0.34787
140,UOX,641,6,150,23,10,133,61,22,5,87,63,87,121,5,40,4,0,21,10,6,0,14,11,15,0.00677929,0.0300087,0.225911
150,UOX,658,7,172,13,10,107,53,25,6,112,79,81,194,4,54,5,3,30,13,8,0,23,32,26,0.00684114,0.0349094,0.195969
160,UOX,711,5,172,17,7,108,71,27,11,118,99,81,0,0,0,0,0,0,0,0,0,0,0,0,0.00669099,0.0171772,0.389527
