iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,EAX,1300,7,494,93,41,137,34,30,104,171,113,83,0,0,0,0,0,0,0,0,0,0,0,0,0.0171066,0.0303642,0.56338
10,EAX,1313,6,503,89,47,119,36,24,80,199,136,80,0,0,0,0,0,0,0,0,0,0,0,0,0.00675144,0.0280224,0.24093
20,EAX,1310,7,493,65,44,146,36,32,90,177,114,113,0,0,0,0,0,0,0,0,0,0,0,0,0.00920189,0.0355313,0.25898
30,EAX,1272,7,472,77,45,113,39,25,81,195,137,88,0,0,0,0,0,0,0,0,0,0,0,0,0.0049144,0.0340464,0.144344
40,EAX,1312,9,461,90,36,146,28,24,90,187,129,121,0,0,0,0,0,0,0,0,0,0,0,0,0.00565662,0.0377258,0.14994
50,EAX,1407,7,505,87,50,140,41,30,98,202,150,104,0,0,0,0,0,0,0,0,0,0,0,0,0.0100535,0.036363,0.276475
60,EAX,1415,7,550,109,63,140,41,46,86,177,130,73,0,0,0,0,0,0,0,0,0,0,0,0,0.00743769,0.0310518,0.239525
70,EAX,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000627924,0.00553179,0.113512
80,EAX,1322,7,504,101,35,129,30,29,71,194,143,86,0,0,0,0,0,0,0,0,0,0,0,0,0.00727752,0.0355394,0.204773
90,EAX,1307,10,481,104,46,122,37,40,74,172,129,102,0,0,0,0,0,0,0,0,0,0,0,0,0.00601687,0.0369964,0.162634
100,EAX,1275,7,479,90,46,119,55,19,88,183,92,104,0,0,0,0,0,0,0,0,0,0,0,0,0.00775028,0.0362623,0.213728
110,EAX,1161,8,428,97,40,114,31,28,84,168,95,76,0,0,0,0,0,0,0,0,0,0,0,0,0.00904346,0.0314137,0.287883
120,EAX,1265,7,472,88,40,125,33,29,83,175,130,90,0,0,0,0,0,0,0,0,0,0,0,0,0.00600647,0.0304051,0.197548
130,EAX,1375,10,513,95,35,117,49,19,96,198,151,102,0,0,0,0,0,0,0,0,0,0,0,0,0.00641788,0.0388655,0.16513
140,EAX,1315,7,469,82,60,124,39,23,94,203,130,91,0,0,0,0,0,0,0,0,0,0,0,0,0.00871205,0.0312353,0.278917
150,EAX,1315,6,466,88,48,133,29,27,89,211,130,94,0,0,0,0,0,0,0,0,0,0,0,0,0.0106822,0.0317639,0.3363
160,EAX,1345,6,523,120,48,130,42,28,64,166,133,91,0,0,0,0,0,0,0,0,0,0,0,0,0.00705619,0.0319809,0.220638
