iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,LOX,241,9,46,6,4,67,7,7,8,25,18,53,0,0,0,0,0,0,0,0,0,0,0,0,0.00452923,0.0184767,0.245132
10,LOX,155,7,35,2,5,38,3,5,8,14,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0.00443347,0.013788,0.321546
20,LOX,110,5,31,2,3,22,4,3,5,9,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0.00445446,0.0115053,0.387165
30,LOX,213,6,51,9,7,41,5,12,12,16,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0.0045166,0.0177775,0.254062
40,LOX,50,4,17,0,3,12,1,4,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0.000171192,0.00841861,0.020335
50,LOX,122,5,36,1,4,18,6,3,4,12,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0.00441166,0.0149822,0.29446
60,LOX,149,7,25,3,6,34,0,4,7,13,12,45,0,0,0,0,0,0,0,0,0,0,0,0,0.00432524,0.0135885,0.318301
70,LOX,59,3,18,3,2,15,0,2,2,2,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0.00441564,0.00828231,0.533141
80,LOX,109,3,37,5,5,21,4,4,4,11,4,14,116,5,24,3,4,11,1,2,3,13,9,46,0.000167562,0.0229961,0.00728655
90,LOX,327,9,65,5,9,68,20,8,9,21,18,104,215,7,66,4,6,34,5,2,12,30,15,41,0.00438698,0.0444432,0.0987097
100,LOX,181,5,31,6,3,37,5,10,11,13,14,51,0,0,0,0,0,0,0,0,0,0,0,0,0.000168861,0.0154462,0.0109322
110,LOX,156,7,28,5,4,29,2,7,5,10,23,43,0,0,0,0,0,0,0,0,0,0,0,0,0.00447447,0.0141019,0.317295
120,LOX,67,4,25,1,1,10,2,1,4,8,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0.00440592,0.00849005,0.518951
130,LOX,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000158331,0.00678762,0.0233265
140,LOX,108,4,30,2,1,15,1,0,2,16,11,30,91,10,10,0,0,19,2,1,4,4,2,49,0.00427042,0.0292923,0.145786
150,LOX,213,6,54,5,7,39,12,8,12,15,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0.00434382,0.014966,0.290246
160,LOX,171,5,32,7,6,38,3,8,9,16,22,30,137,6,34,2,1,20,1,4,4,11,8,52,0.004312,0.0306797,0.140549
170,LOX,232,6,61,5,6,50,2,10,12,17,15,54,144,5,39,2,4,25,2,5,6,12,5,44,0.00437101,0.0302186,0.144646
180,LOX,101,4,29,2,2,26,3,8,5,5,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0.00419307,0.0100055,0.419076
190,LOX,255,8,55,7,6,55,7,9,8,9,21,78,0,0,0,0,0,0,0,0,0,0,0,0,0.00430067,0.0198743,0.216393
200,LOX,165,5,41,5,4,43,0,4,7,13,7,41,37,5,7,0,0,12,0,1,0,1,0,16,0.00426683,0.0290422,0.146918
210,LOX,134,8,24,7,3,30,0,7,6,10,7,40,0,0,0,0,0,0,0,0,0,0,0,0,0.00424422,0.0151746,0.279693
220,LOX,146,6,24,3,10,35,2,4,10,10,14,34,0,0,0,0,0,0,0,0,0,0,0,0,0.000166742,0.0136876,0.0121819
230,LOX,202,6,60,8,6,40,3,7,13,13,15,37,0,0,0,0,0,0,0,0,0,0,0,0,0.00435971,0.0155069,0.281146
240,LOX,62,4,10,1,0,14,1,4,1,7,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0.000162971,0.0089123,0.0182861
250,LOX,261,6,53,11,8,48,2,13,10,20,21,75,0,0,0,0,0,0,0,0,0,0,0,0,0.00432287,0.0199613,0.216562
260,LOX,164,5,36,4,5,26,6,5,10,19,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0.00423702,0.0133402,0.317614
270,LOX,190,7,46,2,6,33,5,5,6,10,14,63,0,0,0,0,0,0,0,0,0,0,0,0,0.000163382,0.0209432,0.0078012
280,LOX,123,5,35,5,5,24,2,4,3,9,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0.00420831,0.0116642,0.360788
290,LOX,113,4,18,5,6,34,3,4,6,6,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0.000161602,0.011102,0.0145561
300,LOX,69,3,14,2,2,13,2,3,5,9,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0.00420157,0.00971559,0.432457
310,LOX,144,5,29,5,6,24,10,5,6,14,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0.00430508,0.0125645,0.342638
320,LOX,82,5,15,5,2,19,1,2,2,2,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0.000160842,0.0109572,0.0146792
330,LOX,3,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.000158951,0.00672959,0.0236197
340,LOX,130,5,41,5,6,20,5,5,10,10,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0.000160442,0.0116109,0.0138182
350,LOX,103,6,26,5,3,16,0,2,6,8,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0.00411551,0.0137358,0.299619
360,LOX,84,4,14,1,2,16,2,5,3,8,3,30,25,5,1,1,1,7,0,2,2,1,0,10,0.0041633,0.0203443,0.204642
370,LOX,233,8,55,6,4,55,7,8,10,16,17,55,15,3,0,0,0,3,1,0,0,0,1,10,0.0042497,0.0267724,0.158734
380,LOX,169,5,45,1,5,37,7,1,4,10,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0.000163441,0.0139316,0.0117317
390,LOX,65,7,15,1,0,17,3,0,3,6,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0.0041838,0.0122023,0.34287
400,LOX,162,4,44,10,5,39,4,3,10,21,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0.00424143,0.0124525,0.340609
410,LOX,127,5,29,3,1,25,3,6,6,6,9,39,31,5,4,1,0,2,0,0,1,0,2,21,0.000161101,0.0246864,0.00652589
420,LOX,187,5,42,2,8,37,6,12,11,13,11,45,203,6,42,2,4,37,5,9,16,16,9,63,0.00418992,0.035909,0.116682
430,LOX,55,4,16,8,1,15,1,0,1,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0.000157592,0.00782873,0.0201299
440,LOX,123,6,29,7,3,23,6,3,5,9,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0.00412322,0.0126819,0.325126
450,LOX,176,7,44,1,3,46,6,3,10,10,9,44,0,0,0,0,0,0,0,0,0,0,0,0,0.000166432,0.0184712,0.00901036
460,LOX,29,3,10,0,0,5,1,2,2,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00414092,0.00715544,0.57871
470,LOX,137,4,35,4,3,33,3,7,8,14,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0.000159121,0.0114843,0.0138555
480,LOX,164,5,54,3,7,29,6,10,6,4,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0.000158481,0.0123842,0.012797
490,LOX,108,5,41,1,3,16,3,2,5,13,9,15,10,3,4,0,0,4,0,0,0,0,1,1,0.00413472,0.0170482,0.242532
500,LOX,34,7,6,3,2,7,1,0,0,2,2,11,27,6,3,0,1,5,0,1,0,2,0,15,0.000164171,0.0219935,0.00746452
510,LOX,86,4,21,4,2,22,1,6,1,7,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0.000157341,0.0106186,0.0148176
520,LOX,101,4,31,3,2,19,1,6,7,8,4,20,149,7,31,4,3,25,6,2,5,17,9,47,0.00419374,0.0285767,0.146754
530,LOX,116,5,21,3,2,30,4,5,5,10,10,26,17,5,3,0,0,3,0,0,1,1,2,7,0.00415498,0.0207351,0.200384
