iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,PL,606,5,171,15,12,102,53,18,4,92,75,64,100,5,35,2,2,13,8,2,0,14,7,17,0.116078,0.0320766,3.61876
10,PL,579,5,183,12,9,113,39,16,4,89,62,52,0,0,0,0,0,0,0,0,0,0,0,0,0.113315,0.0182081,6.2233
20,PL,560,5,179,16,10,86,56,8,4,83,58,60,0,0,0,0,0,0,0,0,0,0,0,0,0.112736,0.0190424,5.92028
30,PL,574,5,185,15,11,113,33,20,7,77,63,50,285,5,76,6,3,63,10,9,0,45,27,46,0.112463,0.0358148,3.14011
40,PL,607,5,159,18,14,105,47,18,4,95,75,72,0,0,0,0,0,0,0,0,0,0,0,0,0.112539,0.0218186,5.15794
50,PL,615,5,180,20,10,103,43,16,11,77,83,72,0,0,0,0,0,0,0,0,0,0,0,0,0.113063,0.0198212,5.70413
60,PL,625,7,197,16,7,103,30,18,3,103,74,74,337,5,111,13,8,46,25,6,0,45,33,50,0.113639,0.0398241,2.85353
70,PL,605,4,194,8,7,104,41,14,6,107,72,52,305,5,71,6,2,62,30,11,1,31,27,64,0.11404,0.036252,3.14577
80,PL,690,6,200,19,15,120,44,16,5,127,85,59,307,5,72,12,5,48,17,8,0,44,23,78,0.115084,0.0411558,2.7963
90,PL,616,6,196,8,9,99,49,17,4,105,78,51,0,0,0,0,0,0,0,0,0,0,0,0,0.114201,0.0209508,5.45093
100,PL,625,6,179,13,9,104,39,21,10,102,71,77,0,0,0,0,0,0,0,0,0,0,0,0,0.114632,0.0225865,5.07523
110,PL,675,5,172,32,13,103,55,23,5,113,88,71,359,7,74,8,5,62,35,11,1,43,36,84,0.11352,0.0415786,2.73025
120,PL,675,5,203,16,10,108,52,22,6,111,70,77,0,0,0,0,0,0,0,0,0,0,0,0,0.114244,0.02233,5.11616
130,PL,567,5,176,15,11,114,36,15,3,66,70,61,0,0,0,0,0,0,0,0,0,0,0,0,0.112795,0.0185557,6.07875
140,PL,593,5,175,14,10,94,29,15,7,106,66,77,325,6,98,5,4,50,26,11,2,39,30,60,0.113332,0.0395407,2.86622
150,PL,711,8,221,16,8,129,43,17,2,108,81,86,0,0,0,0,0,0,0,0,0,0,0,0,0.112383,0.0247216,4.54597
160,PL,651,5,191,17,12,106,44,24,4,111,74,68,468,5,136,14,8,83,39,9,1,65,47,66,0.113204,0.0421961,2.68282
170,PL,666,7,212,17,10,110,35,19,3,96,83,81,277,8,59,6,6,34,17,9,1,37,20,88,0.112054,0.0433701,2.58366
180,PL,782,6,243,17,6,130,51,18,11,123,85,98,448,6,144,15,13,58,35,7,2,67,44,63,0.112986,0.042968,2.62954
190,PL,626,6,202,14,14,117,39,20,4,81,77,58,233,5,61,4,3,38,11,5,0,34,34,43,0.11261,0.035502,3.17194
200,PL,638,8,199,17,11,111,35,13,4,86,70,92,276,7,81,5,2,43,20,7,3,38,35,42,0.11189,0.0409963,2.72926
210,PL,582,5,167,20,13,103,41,13,3,93,72,57,274,8,57,10,8,50,25,10,1,22,21,70,0.111777,0.0392547,2.84748
220,PL,645,6,193,12,8,113,50,18,4,108,75,64,395,5,138,6,6,57,24,6,3,54,54,47,0.112658,0.0393024,2.86644
230,PL,701,5,241,16,12,140,48,13,5,98,67,61,252,6,66,8,5,42,19,3,2,41,30,36,0.114022,0.0358197,3.18323
240,PL,809,6,220,27,13,140,55,23,5,135,98,93,0,0,0,0,0,0,0,0,0,0,0,0,0.114028,0.0237587,4.79943
250,PL,659,5,193,19,9,129,41,24,6,100,75,63,0,0,0,0,0,0,0,0,0,0,0,0,0.11365,0.0193641,5.8691
260,PL,894,6,252,25,20,135,58,27,4,151,124,98,351,7,100,10,2,50,12,8,0,64,34,71,0.112749,0.0459288,2.45488
270,PL,679,5,222,13,15,113,42,15,4,114,81,60,0,0,0,0,0,0,0,0,0,0,0,0,0.112249,0.0216549,5.18353
280,PL,624,5,194,10,9,124,48,15,4,95,68,57,85,5,10,1,2,9,4,3,2,13,11,30,0.113494,0.032376,3.50551
290,PL,675,4,213,16,16,122,37,29,4,91,82,65,0,0,0,0,0,0,0,0,0,0,0,0,0.113232,0.0192123,5.89371
300,PL,667,6,196,19,16,104,54,10,4,100,81,83,187,5,46,5,6,29,15,8,0,30,13,35,0.113503,0.0373265,3.04082
310,PL,698,6,206,15,11,136,52,22,5,105,70,76,195,6,39,2,2,32,12,7,3,31,16,51,0.112839,0.0376633,2.996
320,PL,771,5,226,18,16,132,46,27,4,112,94,96,0,0,0,0,0,0,0,0,0,0,0,0,0.11379,0.0231545,4.91439
330,PL,795,7,246,17,8,148,50,26,4,108,95,93,0,0,0,0,0,0,0,0,0,0,0,0,0.113865,0.0236723,4.81005
340,PL,792,6,255,21,9,148,47,20,4,113,90,85,0,0,0,0,0,0,0,0,0,0,0,0,0.113653,0.0232061,4.89756
350,PL,713,6,209,27,14,125,54,31,3,109,77,64,0,0,0,0,0,0,0,0,0,0,0,0,0.113596,0.0205828,5.51898
360,PL,827,5,258,29,11,132,56,27,6,116,101,91,304,5,90,9,5,40,24,6,2,43,34,51,0.112919,0.0405659,2.7836
370,PL,649,5,211,14,11,121,51,17,7,98,69,50,0,0,0,0,0,0,0,0,0,0,0,0,0.113081,0.0204182,5.53827
380,PL,711,6,198,17,5,106,54,26,10,118,69,108,67,6,20,3,3,11,8,2,0,7,7,6,0.112708,0.0346868,3.24931
390,PL,717,4,176,18,10,124,53,36,6,116,87,91,268,6,81,2,6,41,15,10,0,39,31,43,0.113355,0.0377342,3.00405
400,PL,727,5,169,23,11,132,63,30,7,120,93,79,0,0,0,0,0,0,0,0,0,0,0,0,0.113537,0.020371,5.57344
410,PL,4,3,0,1,0,1,0,0,0,0,1,1,134,5,39,5,2,21,9,2,0,13,14,29,0.105723,0.0215084,4.91545
420,PL,902,6,242,25,17,166,63,26,7,130,98,128,0,0,0,0,0,0,0,0,0,0,0,0,0.113455,0.0269496,4.20992
430,PL,765,6,235,13,12,119,62,24,8,105,92,95,183,7,48,4,4,36,13,4,0,19,16,39,0.112704,0.0376788,2.99119
440,PL,652,5,188,13,10,126,39,33,6,107,70,60,0,0,0,0,0,0,0,0,0,0,0,0,0.112684,0.0195714,5.75759
450,PL,810,6,231,25,12,123,45,21,11,134,95,113,71,5,22,5,4,7,8,1,0,10,8,6,0.113713,0.0333899,3.40561
460,PL,641,6,184,14,4,136,57,16,4,79,87,60,232,5,63,6,1,38,10,7,0,36,25,46,0.111511,0.0375566,2.96916
470,PL,730,5,195,14,9,132,58,21,5,127,88,81,0,0,0,0,0,0,0,0,0,0,0,0,0.11339,0.0209641,5.40879
