iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,LOX,127,5,27,3,3,29,4,10,0,10,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0.000235191,0.0153661,0.0153059
10,LOX,139,4,40,5,2,43,0,3,1,16,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0.00775805,0.0128332,0.604531
20,LOX,201,5,33,7,3,52,4,11,1,42,14,34,124,5,20,7,3,38,0,5,1,13,7,30,0.000167031,0.0295221,0.00565783
30,LOX,86,4,21,2,0,18,0,4,1,13,7,20,197,6,28,3,8,47,0,11,1,19,9,71,0.000171481,0.0309041,0.00554881
40,LOX,184,4,38,4,8,40,9,7,1,19,17,41,0,0,0,0,0,0,0,0,0,0,0,0,0.00804287,0.015784,0.509557
50,LOX,248,5,31,6,9,73,2,15,0,40,22,50,147,4,30,3,4,44,1,12,0,16,11,26,0.00787467,0.0358265,0.2198
60,LOX,185,6,29,6,2,53,1,8,2,32,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0.00807413,0.017985,0.448936
70,LOX,109,5,15,4,2,36,1,3,1,17,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0.00807763,0.0118631,0.680906
80,LOX,173,4,26,5,6,53,2,9,2,24,12,34,63,4,11,2,0,20,1,4,0,2,4,19,0.00017151,0.026717,0.0064195
90,LOX,224,5,39,5,1,67,4,10,2,29,22,45,0,0,0,0,0,0,0,0,0,0,0,0,0.00805184,0.0174278,0.462011
100,LOX,195,6,41,7,5,62,2,10,0,24,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0.00799083,0.0171021,0.467244
110,LOX,223,5,33,6,5,58,4,10,2,33,26,46,0,0,0,0,0,0,0,0,0,0,0,0,0.00809202,0.0178349,0.453717
120,LOX,197,5,36,4,6,54,1,12,1,21,25,37,135,5,25,2,3,45,1,4,0,14,7,34,0.00821095,0.0313413,0.261985
130,LOX,187,5,28,4,1,45,4,11,2,27,27,38,88,4,23,2,4,18,0,4,1,10,2,24,0.00793603,0.0278772,0.284678
140,LOX,217,5,32,6,7,70,4,7,0,24,18,49,219,7,24,6,5,57,1,5,1,22,13,85,0.00805042,0.0367453,0.219087
150,LOX,63,4,13,1,3,13,0,5,0,8,7,13,150,6,23,3,0,30,1,10,3,18,14,48,0.000172701,0.0320843,0.00538273
160,LOX,123,4,27,3,2,30,1,8,1,16,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0.000171391,0.013773,0.0124439
