iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,UOX,1272,10,438,57,29,183,77,44,68,87,76,213,0,0,0,0,0,0,0,0,0,0,0,0,0.00204803,0.0495547,0.0413287
10,UOX,1254,9,471,70,31,161,101,34,76,73,58,179,0,0,0,0,0,0,0,0,0,0,0,0,0.00191535,0.03541,0.0540906
20,UOX,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000193381,0.00656693,0.0294477
30,UOX,1341,9,464,92,40,169,73,47,64,83,98,211,0,0,0,0,0,0,0,0,0,0,0,0,0.00190515,0.0428023,0.0445105
40,UOX,1395,9,484,76,32,200,81,42,78,108,87,207,0,0,0,0,0,0,0,0,0,0,0,0,0.00190434,0.0399666,0.0476483
50,UOX,1416,12,519,60,30,190,87,55,69,91,89,226,0,0,0,0,0,0,0,0,0,0,0,0,0.00199941,0.0477284,0.0418914
60,UOX,1623,10,566,107,34,210,115,66,72,125,102,226,0,0,0,0,0,0,0,0,0,0,0,0,0.00190557,0.0496043,0.0384154
70,UOX,1400,8,490,75,40,196,105,45,66,101,95,187,0,0,0,0,0,0,0,0,0,0,0,0,0.00190883,0.0349541,0.0546096
80,UOX,1383,10,450,61,27,207,83,44,43,121,79,268,0,0,0,0,0,0,0,0,0,0,0,0,0.00189566,0.0452975,0.0418491
90,UOX,1304,12,408,67,20,172,92,49,72,89,70,265,0,0,0,0,0,0,0,0,0,0,0,0,0.0018294,0.0545917,0.0335106
100,UOX,1388,12,522,74,24,182,87,36,61,107,96,199,0,0,0,0,0,0,0,0,0,0,0,0,0.00188137,0.0461139,0.0407983
110,UOX,1487,11,543,85,25,219,94,39,54,120,93,215,0,0,0,0,0,0,0,0,0,0,0,0,0.00189831,0.0468097,0.0405538
120,UOX,1394,11,499,62,26,182,91,39,76,111,110,198,0,0,0,0,0,0,0,0,0,0,0,0,0.00191259,0.0452296,0.0422863
130,UOX,1200,12,413,54,22,143,90,41,74,66,54,243,0,0,0,0,0,0,0,0,0,0,0,0,0.00181124,0.0522615,0.0346572
140,UOX,1527,10,538,89,33,223,90,45,78,108,98,225,0,0,0,0,0,0,0,0,0,0,0,0,0.00190142,0.0435576,0.0436531
150,UOX,1422,12,526,69,30,180,106,57,68,98,74,214,0,0,0,0,0,0,0,0,0,0,0,0,0.00188118,0.0428607,0.0438906
160,UOX,1452,9,542,89,25,184,87,42,52,114,92,225,0,0,0,0,0,0,0,0,0,0,0,0,0.00190251,0.0452889,0.0420083
170,UOX,1334,11,472,67,31,194,87,50,66,64,63,240,0,0,0,0,0,0,0,0,0,0,0,0,0.00179745,0.0557681,0.0322308
180,UOX,1463,13,542,89,29,190,93,47,59,102,76,236,0,0,0,0,0,0,0,0,0,0,0,0,0.00187525,0.0505197,0.0371192
190,UOX,1569,10,531,87,40,199,119,47,92,115,99,240,0,0,0,0,0,0,0,0,0,0,0,0,0.00186947,0.0504588,0.0370494
