iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,GrPX,359,7,120,16,13,28,14,7,30,41,35,55,0,0,0,0,0,0,0,0,0,0,0,0,0.000454374,0.0260048,0.0174727
10,GrPX,363,8,118,9,13,41,10,5,27,34,35,71,0,0,0,0,0,0,0,0,0,0,0,0,0.000385973,0.0339525,0.011368
20,GrPX,305,7,98,23,11,24,5,7,13,36,31,57,0,0,0,0,0,0,0,0,0,0,0,0,0.000397404,0.0291432,0.0136363
30,GrPX,238,5,83,14,3,17,12,2,21,32,23,31,0,0,0,0,0,0,0,0,0,0,0,0,0.000398414,0.021033,0.0189424
40,GrPX,392,5,146,21,13,40,13,7,30,34,32,56,0,0,0,0,0,0,0,0,0,0,0,0,0.000406053,0.0218852,0.0185537
50,GrPX,258,5,81,17,7,30,5,2,15,31,29,41,0,0,0,0,0,0,0,0,0,0,0,0,0.000402204,0.0190576,0.0211046
60,GrPX,395,7,140,23,9,39,17,3,16,38,41,69,0,0,0,0,0,0,0,0,0,0,0,0,0.000411793,0.0291997,0.0141026
70,GrPX,202,6,66,11,6,22,5,4,10,31,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0.000395053,0.0203654,0.0193982
80,GrPX,203,6,78,13,9,17,5,8,9,21,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0.000389243,0.0217404,0.0179042
90,GrPX,291,6,92,10,6,33,4,4,22,38,27,55,0,0,0,0,0,0,0,0,0,0,0,0,0.000413054,0.0270161,0.0152892
100,GrPX,328,5,115,19,7,38,9,5,26,43,30,36,0,0,0,0,0,0,0,0,0,0,0,0,0.000420794,0.0212812,0.019773
110,GrPX,337,5,112,22,13,31,12,8,29,38,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0.000409634,0.0192221,0.0213106
120,GrPX,398,7,137,33,9,32,13,4,30,54,31,55,0,0,0,0,0,0,0,0,0,0,0,0,0.000400793,0.0269354,0.0148798
130,GrPX,253,6,81,13,10,30,7,4,11,33,24,40,0,0,0,0,0,0,0,0,0,0,0,0,0.000392564,0.0223349,0.0175763
140,GrPX,364,8,139,24,15,26,14,4,27,49,23,43,0,0,0,0,0,0,0,0,0,0,0,0,0.000391733,0.0260942,0.0150123
150,GrPX,330,6,113,21,11,43,15,6,16,40,28,37,0,0,0,0,0,0,0,0,0,0,0,0,0.000404413,0.0241222,0.0167652
160,GrPX,289,5,98,19,12,31,9,2,22,31,23,42,0,0,0,0,0,0,0,0,0,0,0,0,0.000400353,0.0203539,0.0196696
170,GrPX,132,7,41,6,2,9,2,3,7,20,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0.000389303,0.0191048,0.0203772
180,GrPX,321,5,109,21,10,27,16,6,23,29,34,46,0,0,0,0,0,0,0,0,0,0,0,0,0.000400154,0.0218996,0.0182722
190,GrPX,311,6,101,18,7,25,12,3,22,38,32,53,0,0,0,0,0,0,0,0,0,0,0,0,0.000394894,0.0226436,0.0174396
200,GrPX,298,9,94,19,10,44,7,5,22,20,25,52,0,0,0,0,0,0,0,0,0,0,0,0,0.000414294,0.0307727,0.013463
210,GrPX,199,6,49,10,9,23,8,4,19,34,17,26,0,0,0,0,0,0,0,0,0,0,0,0,0.000411574,0.0183223,0.022463
220,GrPX,381,5,142,30,18,32,11,6,26,42,32,42,0,0,0,0,0,0,0,0,0,0,0,0,0.000409933,0.0224476,0.0182617
230,GrPX,308,6,94,22,15,27,14,5,18,33,33,47,0,0,0,0,0,0,0,0,0,0,0,0,0.000398484,0.0231547,0.0172096
240,GrPX,298,6,89,16,6,22,12,5,16,41,40,51,2,3,0,1,0,0,0,0,0,0,1,0,0.000400923,0.0289225,0.013862
250,GrPX,311,4,116,18,15,32,13,2,21,38,26,30,0,0,0,0,0,0,0,0,0,0,0,0,0.000388014,0.018085,0.0214551
260,GrPX,356,6,127,17,12,37,10,5,21,47,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0.000389074,0.0224708,0.0173146
270,GrPX,271,5,94,23,11,20,9,2,9,35,25,43,0,0,0,0,0,0,0,0,0,0,0,0,0.000383533,0.0201628,0.0190218
280,GrPX,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000369483,0.00620558,0.0595404
290,GrPX,291,5,120,14,6,17,10,3,14,39,29,39,0,0,0,0,0,0,0,0,0,0,0,0,0.000390554,0.0195458,0.0199815
300,GrPX,247,6,101,14,8,18,8,4,17,25,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0.000387903,0.0198528,0.019539
310,GrPX,347,5,131,23,10,32,8,3,20,41,36,43,0,0,0,0,0,0,0,0,0,0,0,0,0.000410034,0.0181664,0.0225711
320,GrPX,254,5,91,8,9,20,4,4,12,44,26,36,0,0,0,0,0,0,0,0,0,0,0,0,0.000400644,0.0189455,0.0211471
330,GrPX,205,6,75,6,5,27,9,3,10,23,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0.000388883,0.0203241,0.0191341
340,GrPX,340,5,119,22,15,32,16,4,28,47,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0.000392973,0.0194336,0.0202213
350,GrPX,244,6,80,16,14,26,3,5,21,31,22,26,0,0,0,0,0,0,0,0,0,0,0,0,0.000397993,0.0204952,0.0194189
360,GrPX,196,5,66,3,8,19,4,1,7,28,21,39,0,0,0,0,0,0,0,0,0,0,0,0,0.000426154,0.0197034,0.0216284
370,GrPX,273,9,101,12,11,24,5,2,14,30,22,52,0,0,0,0,0,0,0,0,0,0,0,0,0.000398523,0.0271728,0.0146662
380,GrPX,282,4,106,19,3,25,9,7,14,36,20,43,0,0,0,0,0,0,0,0,0,0,0,0,0.000391574,0.0183788,0.0213057
