iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,PMX,258,5,74,6,5,56,13,2,11,15,16,60,0,0,0,0,0,0,0,0,0,0,0,0,0.00481317,0.0191059,0.251921
10,PMX,45,4,14,0,0,8,1,1,5,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0.000295172,0.0094823,0.0311287
20,PMX,126,6,29,3,4,28,7,5,11,12,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0.000225211,0.0105474,0.0213523
30,PMX,247,6,59,6,6,57,5,5,13,20,18,58,0,0,0,0,0,0,0,0,0,0,0,0,0.00446383,0.0186525,0.239315
40,PMX,136,5,43,9,4,18,4,2,3,6,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0.000239102,0.012526,0.0190885
50,PMX,62,6,22,0,1,12,4,2,6,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0.00454094,0.0127787,0.355353
60,PMX,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000250241,0.00700428,0.0357269
70,PMX,46,4,6,3,3,9,2,0,3,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0.000214841,0.00919738,0.0233589
80,PMX,181,5,36,2,4,38,3,8,8,13,18,51,0,0,0,0,0,0,0,0,0,0,0,0,0.000264682,0.016515,0.0160268
90,PMX,73,4,15,1,1,15,2,1,4,6,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0.00430939,0.0110802,0.388928
100,PMX,152,5,33,2,1,32,0,3,6,16,13,46,0,0,0,0,0,0,0,0,0,0,0,0,0.00449376,0.0187412,0.239779
110,PMX,151,8,24,4,6,38,3,4,5,6,8,53,0,0,0,0,0,0,0,0,0,0,0,0,0.000370102,0.0200718,0.0184389
