iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,LOX,104,4,30,7,6,15,4,3,4,10,8,17,10,3,3,1,0,3,0,1,0,1,0,1,0.000194021,0.0152977,0.012683
10,LOX,85,4,19,3,3,16,2,1,9,10,6,16,44,3,13,2,1,8,0,5,1,3,1,10,0.00367684,0.015816,0.232476
20,LOX,147,6,25,2,1,34,5,6,4,17,9,44,0,0,0,0,0,0,0,0,0,0,0,0,0.00369957,0.0134987,0.274069
30,LOX,154,6,34,6,9,39,5,4,15,5,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0.00362412,0.0108842,0.332971
40,LOX,51,5,9,5,1,9,4,1,2,5,1,14,13,4,4,0,0,2,0,0,1,0,2,4,0.00373355,0.01349,0.276763
50,LOX,40,4,12,4,3,6,0,3,2,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.00373703,0.00727753,0.513503
60,LOX,158,5,41,6,8,26,6,6,7,15,7,36,15,4,4,0,0,2,1,0,1,1,0,6,0.00360419,0.0160042,0.225202
70,LOX,4,3,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000151611,0.00511056,0.0296662
80,LOX,97,9,17,2,1,19,5,2,5,8,4,34,18,5,4,0,0,3,0,3,1,0,0,7,0.00355785,0.0202795,0.17544
90,LOX,187,8,48,7,4,35,4,4,11,15,14,45,14,4,4,0,0,3,0,0,0,1,1,5,0.00365149,0.0185536,0.196807
100,LOX,145,4,49,6,6,24,3,6,11,11,8,21,27,3,12,1,2,4,1,1,1,0,0,5,0.00365897,0.0170111,0.215092
110,LOX,160,5,38,2,8,26,3,9,8,15,12,39,0,0,0,0,0,0,0,0,0,0,0,0,0.00361846,0.0121422,0.298008
120,LOX,141,5,33,4,3,26,4,7,6,13,8,37,0,0,0,0,0,0,0,0,0,0,0,0,0.00364715,0.0100336,0.363494
130,LOX,28,3,6,0,0,12,1,0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.000151041,0.00592076,0.0255104
140,LOX,167,7,38,4,6,35,3,7,12,7,11,44,90,4,26,2,2,17,2,5,3,4,4,25,0.00366008,0.0223217,0.16397
150,LOX,127,4,37,5,5,29,5,7,3,8,12,16,8,3,3,0,0,1,0,0,1,0,3,0,0.00362035,0.0151864,0.238395
160,LOX,56,4,16,4,1,13,2,1,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0.00361978,0.00693777,0.52175
170,LOX,190,4,58,8,10,32,4,14,7,19,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0.00360071,0.00945779,0.380714
180,LOX,38,3,11,2,1,9,1,2,2,3,5,2,12,4,4,1,0,3,0,0,1,0,1,2,0.00358339,0.011382,0.31483
190,LOX,112,5,42,4,3,16,3,3,3,9,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0.00360431,0.0086578,0.416308
200,LOX,32,4,13,0,1,8,1,0,1,2,3,3,4,3,0,0,0,2,0,0,0,0,0,2,0.000146751,0.0135087,0.0108635
210,LOX,153,5,39,7,9,42,2,4,9,14,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0.00365849,0.00995524,0.367494
220,LOX,192,6,61,7,6,37,4,5,8,16,11,37,0,0,0,0,0,0,0,0,0,0,0,0,0.00359178,0.0122821,0.29244
230,LOX,108,5,39,4,3,26,5,1,1,6,9,14,6,3,2,0,0,1,0,0,0,1,1,1,0.0035694,0.0134984,0.264431
240,LOX,210,4,51,5,3,57,2,10,10,15,12,45,0,0,0,0,0,0,0,0,0,0,0,0,0.00363677,0.00909856,0.399708
250,LOX,122,7,30,5,8,25,7,1,5,10,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0.00354449,0.0119188,0.297386
260,LOX,82,4,24,2,2,20,3,6,2,5,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0.00362612,0.00711449,0.509681
270,LOX,162,5,42,6,6,36,6,5,8,10,7,36,23,4,6,1,0,5,1,0,2,1,1,6,0.00357773,0.0180655,0.198043
280,LOX,101,4,18,5,3,22,6,2,1,6,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0.00364069,0.00896522,0.40609
290,LOX,43,3,12,2,2,11,0,1,4,3,2,6,23,3,4,0,1,10,1,0,1,0,1,5,0.00354137,0.0113374,0.312363
300,LOX,136,5,38,5,6,25,1,3,8,7,13,30,16,4,2,0,1,0,1,0,0,1,1,10,0.00360363,0.0185504,0.194262
