iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,GrPX,221,7,72,15,9,23,7,1,13,23,24,34,0,0,0,0,0,0,0,0,0,0,0,0,0.000533514,0.0146127,0.0365103
10,GrPX,185,5,45,9,4,27,8,5,6,23,27,31,0,0,0,0,0,0,0,0,0,0,0,0,0.000489994,0.014885,0.0329187
20,GrPX,271,7,87,12,11,23,3,11,17,29,25,53,0,0,0,0,0,0,0,0,0,0,0,0,0.000487393,0.0195745,0.0248994
30,GrPX,296,5,109,23,20,31,5,6,13,27,25,37,0,0,0,0,0,0,0,0,0,0,0,0,0.000498094,0.0154206,0.0323005
40,GrPX,298,6,87,5,10,38,4,7,13,48,33,53,0,0,0,0,0,0,0,0,0,0,0,0,0.000504894,0.0190298,0.0265317
50,GrPX,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000456913,0.00602684,0.0758131
60,GrPX,141,6,49,5,5,17,2,2,3,15,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0.000484214,0.0137174,0.0352993
70,GrPX,261,5,95,13,5,30,8,6,18,37,22,27,0,0,0,0,0,0,0,0,0,0,0,0,0.000492134,0.0137807,0.035712
80,GrPX,187,4,60,6,2,29,4,0,6,22,17,41,0,0,0,0,0,0,0,0,0,0,0,0,0.000493033,0.0157968,0.0312109
90,GrPX,160,5,61,10,6,18,5,2,10,16,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0.000483474,0.0119717,0.0403847
100,GrPX,150,7,49,7,6,16,3,3,11,16,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0.000488994,0.0146737,0.0333244
110,GrPX,144,4,56,1,7,16,1,0,6,24,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0.000483483,0.0101894,0.0474496
120,GrPX,217,5,70,19,11,27,9,5,19,23,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0.000489924,0.0137723,0.035573
130,GrPX,254,6,94,12,9,25,2,5,18,29,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0.000545074,0.016252,0.0335388
140,GrPX,97,3,37,6,3,7,1,1,5,10,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0.000486664,0.00893147,0.0544887
150,GrPX,83,6,26,3,3,7,2,4,3,13,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0.000477113,0.0113571,0.04201
160,GrPX,223,5,79,10,8,33,7,2,9,26,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0.000485314,0.0137325,0.0353404
