iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,OX,157,6,22,7,4,41,4,10,0,21,11,37,0,0,0,0,0,0,0,0,0,0,0,0,0.00904224,0.021461,0.421333
10,OX,165,4,31,4,5,43,5,14,2,17,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0.00846273,0.0183248,0.461818
20,OX,230,4,50,10,4,52,3,10,2,35,31,33,241,4,29,8,9,67,0,10,3,23,18,74,0.00868203,0.0393314,0.220741
30,OX,155,5,26,5,4,37,4,7,0,24,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0.00824733,0.0178207,0.462795
40,OX,254,4,42,9,6,66,7,17,3,30,34,40,223,6,34,8,8,39,1,6,0,11,16,100,0.00849415,0.049711,0.170871
50,OX,321,4,54,15,4,86,13,14,2,35,34,64,416,7,53,8,9,97,2,17,2,33,33,162,0.00841113,0.060636,0.138715
60,OX,186,5,29,7,5,57,3,7,0,16,23,39,351,6,61,18,9,95,2,16,1,30,25,94,0.00888448,0.0490237,0.181228
70,OX,256,4,45,5,9,69,9,14,0,29,23,53,0,0,0,0,0,0,0,0,0,0,0,0,0.00826916,0.0208363,0.396863
80,OX,158,6,23,3,2,40,3,4,0,20,13,50,0,0,0,0,0,0,0,0,0,0,0,0,0.00857042,0.0214413,0.399716
90,OX,228,5,34,8,6,60,3,16,0,22,19,60,0,0,0,0,0,0,0,0,0,0,0,0,0.00834821,0.0239296,0.348866
100,OX,262,7,48,8,1,71,5,12,2,34,24,57,131,5,32,6,0,37,0,9,1,6,8,32,0.00848558,0.051372,0.165179
110,OX,163,5,29,2,4,43,5,9,2,18,21,30,0,0,0,0,0,0,0,0,0,0,0,0,0.00876981,0.0183491,0.477941
120,OX,198,4,33,4,1,58,4,10,2,27,18,41,268,5,39,11,9,78,2,10,3,16,22,78,0.00827438,0.0455301,0.181734
130,OX,204,4,43,6,6,48,3,10,1,37,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0.00866442,0.0187951,0.460993
140,OX,118,3,23,5,2,29,7,4,1,20,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0.00859486,0.0147732,0.581788
150,OX,113,5,16,4,3,25,0,7,1,12,7,38,0,0,0,0,0,0,0,0,0,0,0,0,0.000194922,0.0190378,0.0102387
160,OX,190,6,31,4,5,55,1,6,0,27,24,37,0,0,0,0,0,0,0,0,0,0,0,0,0.000186282,0.0181742,0.0102498
170,OX,169,4,33,7,3,48,2,9,2,19,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0.0084651,0.0183875,0.460371
180,OX,193,4,30,6,7,46,5,13,2,28,18,38,0,0,0,0,0,0,0,0,0,0,0,0,0.00866262,0.0187034,0.463158
190,OX,161,5,39,2,4,40,3,11,2,21,17,22,84,3,19,2,4,29,0,6,0,8,2,14,0.00907743,0.0319428,0.284177
200,OX,181,5,37,4,3,41,0,10,5,25,15,41,0,0,0,0,0,0,0,0,0,0,0,0,0.00850978,0.0206001,0.413094
210,OX,256,7,40,7,3,73,5,11,4,35,22,56,0,0,0,0,0,0,0,0,0,0,0,0,0.00866565,0.0245705,0.352685
220,OX,150,5,30,2,6,37,0,6,2,20,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0.00851384,0.0191465,0.444669
230,OX,45,3,7,0,2,11,0,2,0,5,4,14,16,3,3,1,0,1,0,0,0,3,4,4,0.000209472,0.0254167,0.0082415
240,OX,310,5,48,13,4,91,8,13,2,40,30,61,0,0,0,0,0,0,0,0,0,0,0,0,0.00846972,0.0214798,0.394311
250,OX,289,4,62,4,2,78,8,9,0,33,24,69,0,0,0,0,0,0,0,0,0,0,0,0,0.00863029,0.0227751,0.378935
260,OX,125,4,22,5,5,39,6,7,0,14,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0.00849118,0.0177432,0.47856
270,OX,287,4,53,12,4,79,4,12,1,37,35,50,0,0,0,0,0,0,0,0,0,0,0,0,0.00849531,0.0220866,0.384637
280,OX,177,5,21,3,4,41,1,6,2,24,16,59,141,6,21,3,3,35,3,4,2,9,7,54,0.00878943,0.0402302,0.218478
290,OX,251,5,45,3,0,67,4,13,1,37,20,61,0,0,0,0,0,0,0,0,0,0,0,0,0.00853664,0.0233939,0.364909
300,OX,247,5,42,7,3,74,1,11,0,32,25,52,0,0,0,0,0,0,0,0,0,0,0,0,0.00869358,0.0256707,0.338658
310,OX,168,5,28,2,2,41,0,12,0,18,14,51,63,4,15,3,1,14,1,4,0,5,6,14,0.00848806,0.0359072,0.236389
320,OX,118,5,20,2,0,28,2,6,1,17,12,30,113,5,25,2,1,27,0,9,0,7,7,35,0.00846704,0.0375118,0.225717
