iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,GOX,99,4,16,3,0,20,0,7,0,16,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0.000661025,0.0161519,0.0409254
10,GOX,210,4,37,2,1,60,2,8,0,33,24,43,98,3,19,5,3,29,0,6,1,6,9,20,0.00765646,0.0321365,0.238248
20,GOX,36,3,7,2,0,12,1,1,0,6,0,7,134,4,29,3,3,46,2,5,2,8,3,33,0.000407983,0.0318077,0.0128265
30,GOX,162,4,40,1,3,45,3,6,0,18,19,27,292,7,49,11,8,78,0,12,0,26,18,90,0.00798333,0.0443831,0.179873
40,GOX,157,3,46,7,3,36,1,5,2,18,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0.00784886,0.015776,0.497519
50,GOX,252,4,49,10,3,70,3,12,0,35,20,50,265,6,36,8,10,54,4,11,2,31,22,87,0.00763469,0.0499036,0.152989
60,GOX,161,4,33,4,0,35,2,7,2,16,18,44,139,5,31,3,1,38,0,3,1,8,18,36,0.00798034,0.0360576,0.221322
70,GOX,176,4,35,7,4,57,1,10,0,18,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0.00778775,0.0178423,0.436476
80,GOX,173,5,23,5,6,49,3,9,1,21,18,38,0,0,0,0,0,0,0,0,0,0,0,0,0.00773572,0.0189157,0.408957
90,GOX,177,3,32,8,2,49,4,9,0,24,24,25,77,4,13,0,5,25,2,3,1,6,3,19,0.00818465,0.0316334,0.258734
100,GOX,107,5,28,5,3,28,1,5,1,12,13,11,295,7,44,8,7,94,1,7,3,20,16,95,0.00799934,0.0471642,0.169606
110,GOX,146,4,25,6,4,40,5,7,1,13,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0.00829363,0.0170467,0.486523
120,GOX,95,4,16,2,2,29,0,8,2,15,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0.00764223,0.0138624,0.55129
130,GOX,293,5,54,6,8,87,7,16,1,36,31,47,89,5,14,1,3,28,1,2,2,7,9,22,0.00792503,0.0402789,0.196754
140,GOX,292,6,37,11,2,95,5,8,5,39,30,60,0,0,0,0,0,0,0,0,0,0,0,0,0.00811558,0.0242381,0.334827
150,GOX,133,4,20,7,4,35,8,10,1,12,12,24,76,3,18,0,0,27,1,3,0,10,7,10,0.00752388,0.0316487,0.237731
160,GOX,263,5,49,5,5,77,2,15,4,30,14,62,148,4,33,8,5,35,1,9,3,8,9,37,0.00753985,0.0415315,0.181545
170,GOX,272,5,38,3,4,86,5,16,1,29,32,58,0,0,0,0,0,0,0,0,0,0,0,0,0.00764154,0.0259401,0.294584
180,GOX,201,4,32,4,2,57,4,11,0,27,17,47,59,4,8,2,2,18,0,2,1,10,2,14,0.00773549,0.0347857,0.222376
190,GOX,209,5,33,6,6,66,3,13,1,27,14,40,313,5,56,7,7,75,1,16,2,34,17,98,0.00815518,0.045146,0.18064
200,GOX,149,6,11,6,4,39,2,4,1,22,11,49,123,5,20,3,4,35,1,3,0,16,10,31,0.00765608,0.0387479,0.197587
210,GOX,148,7,36,4,0,39,1,5,1,15,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0.00783432,0.019718,0.397319
220,GOX,124,4,20,5,3,31,0,6,0,17,15,27,52,4,12,2,1,13,1,4,0,7,4,8,0.000445194,0.029151,0.015272
230,GOX,92,4,13,1,4,23,1,4,2,10,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0.00735239,0.0153381,0.479355
240,GOX,120,4,21,2,1,26,4,9,0,24,14,19,43,3,7,0,0,15,0,1,0,1,5,14,0.0077785,0.0260353,0.298768
250,GOX,123,4,24,3,3,32,1,5,1,21,12,21,81,4,20,7,3,22,0,3,0,6,5,15,0.00796232,0.0322407,0.246965
260,GOX,219,4,41,8,2,57,3,13,0,23,16,56,68,3,18,3,1,20,0,1,1,5,8,11,0.00780041,0.0355271,0.219562
270,GOX,113,5,19,2,1,37,5,6,2,8,10,23,77,5,8,3,0,24,0,7,0,7,4,24,0.00758195,0.032558,0.232875
280,GOX,222,5,48,5,1,61,2,9,2,38,17,39,0,0,0,0,0,0,0,0,0,0,0,0,0.00824132,0.0217967,0.378099
290,GOX,170,6,20,1,4,47,3,7,2,28,16,42,0,0,0,0,0,0,0,0,0,0,0,0,0.00780534,0.0192236,0.406029
300,GOX,219,5,45,2,5,55,1,6,4,32,11,58,77,4,21,4,4,16,0,5,0,8,11,8,0.00805722,0.0398135,0.202374
310,GOX,62,4,17,1,1,18,1,2,0,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0.000396453,0.0129782,0.0305476
320,GOX,296,5,48,6,3,85,8,8,2,38,38,60,110,6,22,2,1,35,1,7,0,5,0,37,0.00791147,0.0439133,0.180161
330,GOX,146,5,31,5,8,42,2,8,0,13,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0.00776497,0.016988,0.457086
340,GOX,178,5,23,5,3,46,2,8,0,23,22,46,110,4,27,3,1,29,0,11,0,8,17,14,0.00831807,0.0377629,0.220271
350,GOX,86,3,17,7,2,15,2,3,0,14,8,18,57,4,16,5,1,18,0,2,1,5,3,6,0.00809489,0.0284573,0.284457
