iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,GrPX,435,4,144,22,15,83,10,16,2,69,40,34,0,0,0,0,0,0,0,0,0,0,0,0,0.00248439,0.0180286,0.137802
10,GrPX,475,4,140,24,9,109,12,26,2,64,38,51,0,0,0,0,0,0,0,0,0,0,0,0,0.00229785,0.0169961,0.135199
20,GrPX,418,6,120,10,11,86,12,20,1,53,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0.00234545,0.0217229,0.107972
30,GrPX,503,5,143,20,5,103,16,21,1,78,57,59,60,4,13,1,2,16,1,1,0,7,2,17,0.0023373,0.0309738,0.0754604
40,GrPX,349,5,115,11,10,68,11,12,2,37,41,42,222,6,34,7,3,58,3,8,7,12,14,76,0.00234787,0.0379478,0.0618711
50,GrPX,443,4,128,22,8,94,14,20,0,67,52,38,77,4,21,1,1,23,1,2,0,2,7,19,0.00234267,0.0312581,0.0749461
60,GrPX,496,6,138,19,6,106,14,29,0,74,51,59,68,4,14,4,2,20,0,6,0,6,5,11,0.00233872,0.0321069,0.0728416
70,GrPX,455,4,116,21,5,100,27,22,3,65,46,50,0,0,0,0,0,0,0,0,0,0,0,0,0.0023067,0.016958,0.136024
80,GrPX,447,5,151,15,4,83,7,18,1,69,39,60,0,0,0,0,0,0,0,0,0,0,0,0,0.00233402,0.0183443,0.127234
90,GrPX,435,4,122,15,7,112,13,20,1,68,38,39,0,0,0,0,0,0,0,0,0,0,0,0,0.0023569,0.0156787,0.150325
100,GrPX,611,6,179,18,9,127,14,33,0,81,60,90,0,0,0,0,0,0,0,0,0,0,0,0,0.0023659,0.0242731,0.0974699
110,GrPX,462,4,138,15,4,102,5,33,1,63,59,42,0,0,0,0,0,0,0,0,0,0,0,0,0.00236581,0.0182233,0.129823
