iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,AOX,32,4,12,1,2,2,1,2,4,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.000181981,0.0115972,0.0156919
10,AOX,315,6,97,15,4,55,11,5,16,16,28,68,0,0,0,0,0,0,0,0,0,0,0,0,0.00174015,0.02524,0.0689442
20,AOX,326,8,81,9,12,70,5,6,20,17,13,93,0,0,0,0,0,0,0,0,0,0,0,0,0.00163969,0.0310657,0.0527813
30,AOX,274,5,95,13,1,39,11,6,14,27,17,51,0,0,0,0,0,0,0,0,0,0,0,0,0.0017385,0.0229038,0.0759043
40,AOX,97,4,28,13,4,13,2,2,10,8,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0.000155131,0.00964138,0.0160901
50,AOX,228,6,70,18,11,35,10,8,13,14,13,36,25,5,8,0,1,4,0,2,4,0,1,5,0.00174357,0.027277,0.0639209
60,AOX,279,6,88,14,8,27,11,5,27,19,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0.00173093,0.0241027,0.0718147
70,AOX,127,6,36,3,6,16,2,7,7,10,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0.00178655,0.0141214,0.126514
80,AOX,270,7,76,9,9,52,7,7,15,13,15,67,0,0,0,0,0,0,0,0,0,0,0,0,0.00161681,0.0248524,0.0650564
90,AOX,180,5,65,8,4,22,6,8,13,9,13,32,22,5,7,0,0,6,1,0,2,1,0,5,0.0017455,0.0266707,0.0654464
100,AOX,525,10,113,26,24,86,9,25,40,23,29,150,0,0,0,0,0,0,0,0,0,0,0,0,0.00165752,0.0490563,0.0337881
110,AOX,306,7,102,13,5,49,12,7,35,17,16,50,0,0,0,0,0,0,0,0,0,0,0,0,0.00161941,0.0240608,0.067305
120,AOX,208,7,43,5,4,46,6,9,7,16,7,65,0,0,0,0,0,0,0,0,0,0,0,0,0.00161045,0.0329669,0.0488505
130,AOX,217,6,70,13,13,25,8,10,18,17,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0.00171168,0.0170325,0.100495
140,AOX,228,7,39,4,7,55,1,5,9,19,14,75,0,0,0,0,0,0,0,0,0,0,0,0,0.00161942,0.0327412,0.0494613
150,AOX,297,6,83,13,2,48,11,11,37,12,13,67,0,0,0,0,0,0,0,0,0,0,0,0,0.00160058,0.031898,0.050178
160,AOX,112,4,29,9,4,21,1,3,7,7,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0.00161343,0.0147721,0.109221
170,AOX,254,10,69,13,6,35,8,12,18,10,10,73,0,0,0,0,0,0,0,0,0,0,0,0,0.00165667,0.0418243,0.0396103
