iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,EAX,1955,8,661,131,70,253,61,47,95,288,203,146,10,3,2,0,0,3,0,0,0,0,0,5,0.00928474,0.0400597,0.231772
10,EAX,1833,7,626,113,60,241,64,51,72,272,164,170,11,3,2,0,0,4,0,1,2,1,0,1,0.0088972,0.0380975,0.233538
20,EAX,1754,7,653,103,48,229,43,48,72,251,161,146,44,5,12,0,3,8,2,1,4,1,1,12,0.0101061,0.0383808,0.263313
30,EAX,1690,6,599,112,54,217,38,40,60,250,177,143,0,0,0,0,0,0,0,0,0,0,0,0,0.00931171,0.0307504,0.302816
40,EAX,1710,9,627,109,55,213,36,46,69,234,163,158,88,6,11,0,2,23,1,2,6,2,6,35,0.00473526,0.0476985,0.0992748
50,EAX,1716,6,619,125,53,195,58,33,96,252,166,119,0,0,0,0,0,0,0,0,0,0,0,0,0.0109628,0.0286146,0.383119
60,EAX,1660,8,587,103,52,202,50,40,85,264,159,118,85,6,14,2,4,19,3,2,5,5,5,26,0.0102663,0.0401084,0.255963
70,EAX,1785,6,643,129,56,217,60,37,78,260,185,120,0,0,0,0,0,0,0,0,0,0,0,0,0.00937834,0.0295575,0.317291
80,EAX,1783,6,620,121,37,248,48,39,87,283,175,125,0,0,0,0,0,0,0,0,0,0,0,0,0.00765084,0.0272382,0.280886
90,EAX,1840,8,650,124,51,200,63,48,75,288,176,165,0,0,0,0,0,0,0,0,0,0,0,0,0.00679702,0.0327321,0.207656
100,EAX,1806,6,633,121,57,228,64,41,61,257,201,143,0,0,0,0,0,0,0,0,0,0,0,0,0.00808479,0.028447,0.284205
110,EAX,1758,6,587,114,52,221,44,45,80,256,193,166,0,0,0,0,0,0,0,0,0,0,0,0,0.00849463,0.0312743,0.271617
120,EAX,1870,9,654,102,57,260,44,49,94,273,187,150,0,0,0,0,0,0,0,0,0,0,0,0,0.00836657,0.0307617,0.27198
130,EAX,1821,10,626,119,47,237,39,55,71,257,194,176,0,0,0,0,0,0,0,0,0,0,0,0,0.00599413,0.0352878,0.169864
140,EAX,1903,8,684,95,41,256,44,40,82,304,201,156,4,3,1,0,0,1,0,0,0,1,0,1,0.010477,0.038047,0.27537
150,EAX,12,3,3,1,0,2,0,0,2,0,1,3,20,3,5,0,1,5,0,0,0,0,2,7,0.000630994,0.015761,0.040035
160,EAX,1747,8,632,75,65,224,59,37,71,252,186,146,6,3,3,1,0,2,0,0,0,0,0,0,0.00548761,0.0388656,0.141195
170,EAX,1745,6,636,114,49,227,57,44,74,243,183,118,0,0,0,0,0,0,0,0,0,0,0,0,0.011839,0.0268712,0.440582
180,EAX,1770,9,632,112,46,238,48,41,85,221,161,186,0,0,0,0,0,0,0,0,0,0,0,0,0.00640035,0.0351731,0.181967
190,EAX,1743,7,653,105,46,209,50,50,78,267,173,112,0,0,0,0,0,0,0,0,0,0,0,0,0.00800462,0.0290487,0.275559
200,EAX,1771,7,674,99,58,226,52,37,77,223,186,139,0,0,0,0,0,0,0,0,0,0,0,0,0.00642286,0.0312073,0.205813
210,EAX,1826,8,658,131,50,208,60,36,81,276,175,151,0,0,0,0,0,0,0,0,0,0,0,0,0.00904657,0.0306681,0.294982
220,EAX,1720,6,663,104,45,232,47,37,74,228,174,116,7,3,3,0,0,1,0,0,0,1,1,1,0.00657465,0.0335225,0.196127
230,EAX,1627,7,639,89,53,210,36,26,75,221,148,130,0,0,0,0,0,0,0,0,0,0,0,0,0.010242,0.0294607,0.347649
240,EAX,1783,11,634,103,54,234,50,47,77,246,158,180,0,0,0,0,0,0,0,0,0,0,0,0,0.0114446,0.0374808,0.305346
250,EAX,1918,7,659,146,63,232,71,50,90,289,181,137,0,0,0,0,0,0,0,0,0,0,0,0,0.00567472,0.0303809,0.186786
260,EAX,1714,8,618,96,53,225,51,43,72,252,168,136,0,0,0,0,0,0,0,0,0,0,0,0,0.0063666,0.0343261,0.185474
270,EAX,1730,6,627,99,54,219,58,44,80,258,161,130,22,3,2,2,3,3,0,1,4,3,2,2,0.00923609,0.0348484,0.265036
280,EAX,1841,9,678,98,57,222,66,32,64,269,182,173,23,4,6,0,3,3,1,1,1,0,4,4,0.00900838,0.0402061,0.224055
290,EAX,1694,6,609,111,56,207,50,43,68,263,157,130,0,0,0,0,0,0,0,0,0,0,0,0,0.010849,0.0281592,0.385272
300,EAX,1775,7,617,142,69,222,44,47,78,253,172,131,0,0,0,0,0,0,0,0,0,0,0,0,0.00927168,0.030801,0.301019
310,EAX,1672,9,614,106,36,216,41,29,89,250,161,130,0,0,0,0,0,0,0,0,0,0,0,0,0.00990753,0.0319418,0.310175
320,EAX,1897,7,695,127,55,245,69,40,87,258,183,138,0,0,0,0,0,0,0,0,0,0,0,0,0.00699313,0.0302277,0.231349
330,EAX,1772,7,660,92,58,230,55,39,66,239,191,142,0,0,0,0,0,0,0,0,0,0,0,0,0.00862971,0.0325104,0.265445
340,EAX,1789,8,617,96,41,248,45,40,78,299,164,161,36,3,5,1,2,11,0,2,2,0,2,11,0.00299595,0.0414683,0.0722468
350,EAX,1831,8,699,91,55,239,48,42,67,281,174,135,7,3,4,0,0,1,0,0,0,0,0,2,0.00714698,0.0379872,0.188142
360,EAX,1712,7,618,117,66,197,58,34,84,256,177,105,0,0,0,0,0,0,0,0,0,0,0,0,0.00659419,0.028128,0.234435
370,EAX,1855,8,673,125,51,252,51,52,76,261,166,148,0,0,0,0,0,0,0,0,0,0,0,0,0.00674727,0.0333687,0.202204
380,EAX,1751,7,636,124,66,206,64,40,81,256,170,108,0,0,0,0,0,0,0,0,0,0,0,0,0.015942,0.0272187,0.585698
390,EAX,1886,7,701,120,48,219,65,42,81,301,179,130,15,3,4,0,0,4,0,1,1,2,0,3,0.00875957,0.0356657,0.245602
400,EAX,1769,7,609,115,69,211,55,37,80,261,192,140,3,3,0,0,0,1,0,0,0,1,0,1,0.00724961,0.0407007,0.17812
410,EAX,1891,8,680,121,52,220,77,43,101,268,195,134,0,0,0,0,0,0,0,0,0,0,0,0,0.0062884,0.0303865,0.206947
420,EAX,1760,7,655,115,48,207,60,34,73,246,184,138,1,3,0,0,0,1,0,0,0,0,0,0,0.00808606,0.0355202,0.227646
430,EAX,1808,7,650,105,56,230,61,49,71,258,183,145,14,3,3,0,1,6,1,0,0,0,1,2,0.00893213,0.039026,0.228876
440,EAX,1931,7,687,129,61,252,65,45,82,285,182,143,0,0,0,0,0,0,0,0,0,0,0,0,0.015843,0.0294899,0.537235
450,EAX,1901,8,664,120,52,228,53,43,98,298,203,142,0,0,0,0,0,0,0,0,0,0,0,0,0.0109132,0.0306547,0.356004
460,EAX,1826,8,635,98,58,261,53,50,75,270,164,162,0,0,0,0,0,0,0,0,0,0,0,0,0.00652784,0.0346532,0.188376
470,EAX,1853,7,658,115,62,246,63,51,77,254,186,141,0,3,0,0,0,0,0,0,0,0,0,0,0.0110421,0.0400891,0.275439
