iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,PMX,127,3,22,3,0,47,1,10,0,16,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0.000422794,0.0130143,0.0324868
10,PMX,172,4,31,6,3,38,3,16,0,23,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0.000239642,0.0150872,0.0158838
20,PMX,182,4,28,5,2,54,3,5,0,26,17,42,329,5,50,9,7,74,4,9,2,29,22,123,0.000253712,0.0415184,0.00611083
30,PMX,130,4,23,2,0,57,4,3,1,10,8,22,127,5,16,9,3,35,1,8,2,7,10,36,0.00801029,0.0301338,0.265824
40,PMX,128,3,27,3,3,37,4,4,0,15,13,22,78,4,16,1,2,21,1,1,0,10,6,20,0.000219971,0.0256255,0.00858405
50,PMX,158,4,28,4,4,50,1,10,2,20,18,21,193,6,31,7,2,52,0,10,0,16,12,63,0.00798582,0.0370343,0.215633
60,PMX,142,4,36,2,3,44,2,11,0,20,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0.000202931,0.0138773,0.0146232
70,PMX,64,4,13,2,0,17,1,2,1,7,7,14,51,3,11,3,3,13,0,3,1,7,2,8,0.000243041,0.0234076,0.010383
80,PMX,128,4,18,3,4,35,1,5,0,19,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0.0081023,0.0145483,0.556922
90,PMX,80,4,12,0,3,17,1,6,0,10,12,19,197,6,25,3,5,40,3,6,3,13,10,89,0.000211051,0.0351264,0.00600834
100,PMX,103,5,18,2,3,29,3,6,0,19,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0.000217062,0.0149189,0.0145494
110,PMX,154,5,27,5,6,34,4,10,1,20,14,33,270,5,34,8,6,71,1,12,0,22,22,94,0.0082568,0.0369848,0.223248
120,PMX,222,4,32,1,8,64,6,12,2,29,20,48,0,0,0,0,0,0,0,0,0,0,0,0,0.00800199,0.0193986,0.412503
130,PMX,175,5,37,7,0,53,4,13,0,21,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0.00858498,0.0162698,0.527662
140,PMX,170,5,31,3,2,44,3,6,0,22,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0.00798689,0.016993,0.470011
150,PMX,121,4,19,5,5,33,2,4,0,16,10,27,125,6,20,4,3,41,1,1,0,8,7,40,0.000292162,0.0374902,0.00779302
160,PMX,93,5,19,1,0,29,0,10,0,5,9,20,30,3,12,0,0,9,0,2,0,2,3,2,0.000220932,0.0236826,0.00932887
170,PMX,47,4,8,1,0,14,1,2,0,5,4,12,116,5,23,5,1,29,1,4,0,10,5,38,0.000206921,0.0281912,0.00733991
180,PMX,215,4,28,6,2,82,1,11,2,30,19,34,115,7,15,2,5,26,0,1,1,7,5,53,0.00815692,0.0339677,0.240138
190,PMX,182,6,32,8,1,49,0,11,1,28,23,29,52,4,13,4,2,13,0,1,0,10,1,8,0.00821329,0.0279539,0.293816
200,PMX,257,7,43,11,7,72,4,16,0,31,21,52,88,4,20,2,5,22,1,4,1,6,11,16,0.000250192,0.0359773,0.00695416
210,PMX,270,5,42,6,5,72,4,14,2,30,20,75,0,0,0,0,0,0,0,0,0,0,0,0,0.0080257,0.0210706,0.380896
220,PMX,215,5,26,3,3,66,5,11,0,30,23,48,0,0,0,0,0,0,0,0,0,0,0,0,0.000282622,0.0165392,0.017088
230,PMX,198,5,27,5,4,63,1,7,1,22,18,50,25,3,4,0,1,9,0,2,0,3,2,4,0.00822844,0.0281307,0.292508
