iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,GOX,145,4,48,5,2,24,6,4,6,13,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0.00478646,0.014293,0.33488
10,GOX,168,6,43,2,5,32,3,6,9,12,10,46,0,0,0,0,0,0,0,0,0,0,0,0,0.00440903,0.0169335,0.260374
20,GOX,242,6,58,10,11,47,11,8,13,21,19,44,27,4,3,0,1,4,0,0,1,1,2,15,0.00464651,0.0306563,0.151568
30,GOX,96,6,23,2,2,24,0,3,5,8,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0.00444418,0.0156293,0.28435
40,GOX,317,6,71,2,8,78,11,13,9,22,33,70,0,0,0,0,0,0,0,0,0,0,0,0,0.00483578,0.0207612,0.232924
50,GOX,56,4,16,1,3,10,3,2,3,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0045814,0.0140583,0.325886
60,GOX,25,3,10,0,0,9,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.00443706,0.00909,0.488126
70,GOX,238,6,67,5,7,42,10,8,8,20,16,55,0,0,0,0,0,0,0,0,0,0,0,0,0.00464371,0.0198374,0.234089
80,GOX,177,5,62,6,2,33,4,5,8,14,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0.00466119,0.0166582,0.279814
90,GOX,138,5,42,5,1,26,7,5,3,16,6,27,67,5,13,1,1,13,0,3,2,2,5,27,0.000311173,0.0243343,0.0127874
100,GOX,366,5,91,15,9,87,11,9,12,30,23,79,0,0,0,0,0,0,0,0,0,0,0,0,0.00461272,0.0240372,0.1919
110,GOX,135,5,35,3,4,27,0,3,2,9,14,38,0,0,0,0,0,0,0,0,0,0,0,0,0.0046014,0.0135784,0.338877
120,GOX,168,7,47,2,2,27,10,1,5,14,11,49,0,0,0,0,0,0,0,0,0,0,0,0,0.000413963,0.0183166,0.0226004
130,GOX,115,4,26,4,4,24,7,0,7,15,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0.00577275,0.012613,0.457682
140,GOX,225,7,57,3,10,49,10,7,9,12,14,54,0,0,0,0,0,0,0,0,0,0,0,0,0.00443864,0.0176636,0.251288
150,GOX,60,4,17,0,0,11,1,1,2,8,2,18,67,7,9,2,1,8,0,2,2,2,4,37,0.00452744,0.0287359,0.157554
