iteration,crossover_type,nbMoves,nbLoopsLS,nbMovesRepair,nbLoopsRepair,time_crossover,time_LS,ratio_crossover_LS
0,EAX,364,8,0,0,0.000632462,0.00697761,0.0906417
10,EAX,338,6,119,7,0.000502132,0.0117732,0.0426504
20,EAX,360,7,135,7,0.000489942,0.0123552,0.0396547
30,EAX,357,5,6,3,0.000453402,0.00678383,0.0668357
40,EAX,380,6,0,0,0.000517392,0.00720929,0.0717674
50,EAX,333,6,0,0,0.000525182,0.00671368,0.0782257
60,EAX,361,5,109,5,0.000515102,0.0109463,0.0470572
70,EAX,325,5,175,6,0.000448001,0.0111606,0.0401413
80,EAX,363,6,153,7,0.000495722,0.0131371,0.0377344
90,EAX,383,6,0,0,0.000523772,0.00638716,0.0820039
100,EAX,324,5,75,5,0.000461752,0.0103967,0.0444131
110,EAX,330,9,0,0,0.000536382,0.00751778,0.0713484
120,EAX,351,9,163,7,0.000531512,0.0140122,0.0379322
130,EAX,411,6,0,0,0.000488532,0.00690415,0.0707592
140,EAX,369,8,0,0,0.000488042,0.0077039,0.06335
150,EAX,390,6,109,5,0.000513112,0.0125337,0.0409385
160,EAX,342,7,140,5,0.000540752,0.011586,0.0466729
170,EAX,290,5,96,4,0.000494692,0.00950008,0.0520724
180,EAX,364,7,0,0,0.000503682,0.00597709,0.0842688
190,EAX,325,6,0,0,0.000505642,0.00661697,0.076416
200,EAX,392,8,0,0,0.000460471,0.00676661,0.0680505
210,EAX,398,5,0,0,0.000507752,0.0051219,0.0991335
220,EAX,305,5,82,5,0.000466392,0.0096772,0.0481949
230,EAX,326,8,0,0,0.000499072,0.00686267,0.0727227
240,EAX,408,8,0,0,0.000490082,0.00661572,0.0740784
250,EAX,277,5,103,5,0.000524152,0.0107806,0.0486199
260,EAX,369,6,2,3,0.000477392,0.0070427,0.0677854
270,EAX,359,6,113,4,0.000496112,0.010444,0.047502
280,EAX,382,6,0,0,0.000525472,0.0066231,0.0793393
290,EAX,370,7,0,0,0.000533342,0.00727596,0.0733019
300,EAX,381,7,0,0,0.000487582,0.00634448,0.0768514
310,EAX,386,9,0,0,0.000463452,0.00818962,0.0565901
320,EAX,381,7,0,0,0.000530743,0.00687549,0.0771935
330,EAX,356,7,0,0,0.000453891,0.00582206,0.0779605
340,EAX,397,6,0,0,0.000494872,0.00640182,0.0773018
350,EAX,400,5,147,6,0.000500732,0.0116771,0.0428815
360,EAX,335,6,0,0,0.000518932,0.00680304,0.0762795
370,EAX,333,6,0,0,0.000479332,0.00765892,0.0625848
380,EAX,368,7,75,5,0.000536033,0.0117456,0.0456368
390,EAX,0,3,0,0,0.000158781,0.00113011,0.1405
400,EAX,311,5,0,0,0.000492032,0.00541766,0.09082
410,EAX,362,6,192,7,0.000486882,0.0135872,0.0358338
420,EAX,367,6,5,3,0.000500302,0.00730987,0.068442
430,EAX,382,6,138,7,0.000469102,0.0136565,0.03435
440,EAX,471,8,0,0,0.000540352,0.00722159,0.0748245
450,EAX,387,5,0,0,0.000549483,0.00548024,0.100266
460,EAX,307,9,0,0,0.000517372,0.00793644,0.0651894
470,EAX,375,7,0,0,0.000528532,0.00821441,0.064342
480,EAX,354,6,0,0,0.000497722,0.0067355,0.0738954
490,EAX,428,7,0,0,0.000500062,0.00708625,0.0705679
500,EAX,347,6,103,5,0.000520902,0.0118349,0.0440142
510,EAX,390,8,0,0,0.000493762,0.00847717,0.0582461
520,EAX,332,5,0,0,0.000503153,0.00546488,0.0920702
530,EAX,318,7,125,5,0.000550603,0.0106043,0.0519225
