iteration,crossover_type,nbMoves,nbLoopsLS,nbMovesRepair,nbLoopsRepair,time_crossover,time_LS,ratio_crossover_LS
0,PMX,313,7,0,0,0.000688229,0.0454283,0.0151498
10,PMX,494,7,0,0,0.000478359,0.056286,0.00849872
20,PMX,483,7,0,0,0.02461,0.0512797,0.479918
30,PMX,247,6,0,0,0.00044491,0.0391462,0.0113653
40,PMX,270,6,35,5,0.00044682,0.0699365,0.00638894
50,PMX,174,4,0,0,0.00044743,0.0300523,0.0148884
60,PMX,246,5,0,0,0.0240397,0.0369262,0.65102
70,PMX,175,5,0,0,0.0005625,0.0400035,0.0140613
80,PMX,233,6,0,0,0.0243503,0.0421209,0.578105
90,PMX,0,3,0,0,0.00044966,0.0227331,0.01978
100,PMX,191,5,0,0,0.0241081,0.0370959,0.649886
110,PMX,176,7,71,7,0.00040229,0.067336,0.00597437
120,PMX,115,7,0,0,0.000557869,0.0331092,0.0168494
130,PMX,291,6,432,10,0.0240976,0.108332,0.222442
140,PMX,427,8,0,3,0.000554359,0.0748079,0.00741043
150,PMX,177,5,0,0,0.024153,0.0353857,0.682566
160,PMX,310,5,0,0,0.0240449,0.0366278,0.656466
170,PMX,184,6,718,9,0.00048442,0.112237,0.00431603
180,PMX,303,6,384,6,0.0238451,0.100943,0.236224
190,PMX,283,6,580,9,0.0265579,0.118055,0.224962
200,PMX,250,6,154,6,0.00046403,0.0793158,0.00585041
210,PMX,392,7,0,0,0.0237837,0.0474781,0.500941
220,PMX,300,6,108,5,0.023918,0.080449,0.297307
230,PMX,332,6,0,0,0.0236308,0.0505075,0.467868
240,PMX,277,6,73,4,0.0235716,0.0767077,0.307292
250,PMX,414,7,227,11,0.0239837,0.101242,0.236896
260,PMX,401,7,490,6,0.0232416,0.106537,0.218155
270,PMX,280,7,0,0,0.0235262,0.0451536,0.521025
280,PMX,189,5,0,0,0.0235504,0.0342815,0.68697
290,PMX,275,5,34,5,0.000561799,0.0737815,0.00761436
300,PMX,340,5,128,7,0.0240411,0.0802236,0.299676
310,PMX,179,5,0,0,0.000430739,0.0279092,0.0154336
320,PMX,0,3,0,0,0.00044455,0.0236975,0.0187593
330,PMX,212,5,33,4,0.0237126,0.0679066,0.349195
340,PMX,294,6,0,0,0.0237489,0.0413242,0.574697
350,PMX,0,3,0,0,0.00044839,0.0248021,0.0180787
360,PMX,412,8,0,0,0.0242839,0.0494046,0.491532
370,PMX,351,6,105,8,0.0269351,0.0887354,0.303544
380,PMX,228,5,0,0,0.00053483,0.0345373,0.0154856
390,PMX,124,4,0,0,0.0237747,0.0317508,0.74879
400,PMX,310,7,0,0,0.0238002,0.0514633,0.462469
410,PMX,314,5,0,0,0.0238854,0.0360793,0.662026
420,PMX,227,6,18,4,0.0236207,0.062106,0.380329
